"set","n","result","instance","D","runtime"
"GBRL",50,15,"50_ep0.15_0_gilbert_7.in",7,0.4497
"GBRL",50,7,"50_ep0.15_0_gilbert_7.in",8,0.1191
"GBRL",50,4,"50_ep0.15_0_gilbert_7.in",9,0.0642
"GBRL",50,3,"50_ep0.15_0_gilbert_7.in",10,0.0436
"GBRL",50,46,"50_ep0.15_0_gilbert_6.in",1,3.3026
"GBRL",50,40,"50_ep0.15_0_gilbert_6.in",2,3.5213
"GBRL",50,31,"50_ep0.15_0_gilbert_6.in",3,2.0338
"GBRL",50,3,"50_ep0.15_0_gilbert_6.in",4,0.0869
"GBRL",50,2,"50_ep0.15_0_gilbert_6.in",5,0.0698
"GBRL",50,1,"50_ep0.15_0_gilbert_6.in",6,0.0239
"GBRL",50,1,"50_ep0.15_0_gilbert_6.in",7,0.0257
"GBRL",50,1,"50_ep0.15_0_gilbert_6.in",8,0.0188
"GBRL",50,1,"50_ep0.15_0_gilbert_6.in",9,0.0162
"GBRL",50,1,"50_ep0.15_0_gilbert_6.in",10,0.012
"GBRL",50,47,"50_ep0.25_0_gilbert_10.in",1,2.7356
"GBRL",50,44,"50_ep0.25_0_gilbert_10.in",2,1.4717
"GBRL",50,41,"50_ep0.25_0_gilbert_10.in",3,0.9656
"GBRL",50,38,"50_ep0.25_0_gilbert_10.in",4,0.3997
"GBRL",50,34,"50_ep0.25_0_gilbert_10.in",5,0.6862
"GBRL",50,31,"50_ep0.25_0_gilbert_10.in",6,0.5288
"GBRL",50,27,"50_ep0.25_0_gilbert_10.in",7,0.427
"GBRL",50,23,"50_ep0.25_0_gilbert_10.in",8,1.0376
"GBRL",50,19,"50_ep0.25_0_gilbert_10.in",9,0.5608
"GBRL",50,13,"50_ep0.25_0_gilbert_10.in",10,0.4366
"GBRL",50,47,"50_ep0.25_0_gilbert_5.in",1,2.399
"GBRL",50,43,"50_ep0.25_0_gilbert_5.in",2,1.7176
"GBRL",50,40,"50_ep0.25_0_gilbert_5.in",3,0.9505
"GBRL",50,36,"50_ep0.25_0_gilbert_5.in",4,0.47
"GBRL",50,32,"50_ep0.25_0_gilbert_5.in",5,0.9997
"GBRL",50,29,"50_ep0.25_0_gilbert_5.in",6,0.6154
"GBRL",50,25,"50_ep0.25_0_gilbert_5.in",7,0.9124
"GBRL",50,20,"50_ep0.25_0_gilbert_5.in",8,0.5557
"GBRL",50,14,"50_ep0.25_0_gilbert_5.in",9,0.6883
"GBRL",50,6,"50_ep0.25_0_gilbert_5.in",10,0.2241
"GBRL",50,47,"50_ep0.2_0_gilbert_6.in",1,3.0756
"GBRL",50,43,"50_ep0.2_0_gilbert_6.in",2,1.5254
"GBRL",50,39,"50_ep0.2_0_gilbert_6.in",3,1.5452
"GBRL",50,35,"50_ep0.2_0_gilbert_6.in",4,1.2836
"GBRL",50,30,"50_ep0.2_0_gilbert_6.in",5,1.5269
"GBRL",50,25,"50_ep0.2_0_gilbert_6.in",6,0.881
"GBRL",50,16,"50_ep0.2_0_gilbert_6.in",7,0.9037
"GBRL",50,7,"50_ep0.2_0_gilbert_6.in",8,0.1686
"GBRL",50,3,"50_ep0.2_0_gilbert_6.in",9,0.0735
"GBRL",50,2,"50_ep0.2_0_gilbert_6.in",10,0.0653
"GBRL",50,47,"50_ep0.25_0_gilbert_8.in",1,1.7165
"GBRL",50,44,"50_ep0.25_0_gilbert_8.in",2,1.8625
"GBRL",50,41,"50_ep0.25_0_gilbert_8.in",3,0.2934
"GBRL",50,37,"50_ep0.25_0_gilbert_8.in",4,0.3237
"GBRL",50,34,"50_ep0.25_0_gilbert_8.in",5,0.3989
"GBRL",50,30,"50_ep0.25_0_gilbert_8.in",6,0.6177
"GBRL",50,27,"50_ep0.25_0_gilbert_8.in",7,0.5187
"GBRL",50,23,"50_ep0.25_0_gilbert_8.in",8,0.6225
"GBRL",50,18,"50_ep0.25_0_gilbert_8.in",9,0.5089
"GBRL",50,11,"50_ep0.25_0_gilbert_8.in",10,0.3064
"GBRL",50,47,"50_ep0.2_0_gilbert_1.in",1,3.7376
"GBRL",50,43,"50_ep0.2_0_gilbert_1.in",2,2.7431
"GBRL",50,39,"50_ep0.2_0_gilbert_1.in",3,2.0607
"GBRL",50,34,"50_ep0.2_0_gilbert_1.in",4,1.9083
"GBRL",50,26,"50_ep0.2_0_gilbert_1.in",5,1.6957
"GBRL",50,6,"50_ep0.2_0_gilbert_1.in",6,0.5832
"GBRL",50,2,"50_ep0.2_0_gilbert_1.in",7,0.0615
"GBRL",50,1,"50_ep0.2_0_gilbert_1.in",8,0.0441
"GBRL",50,1,"50_ep0.2_0_gilbert_1.in",9,0.0364
"GBRL",50,1,"50_ep0.2_0_gilbert_1.in",10,0.0288
"GBRL",50,47,"50_ep0.2_0_gilbert_9.in",1,2.659
"GBRL",50,43,"50_ep0.2_0_gilbert_9.in",2,1.432
"GBRL",50,40,"50_ep0.2_0_gilbert_9.in",3,1.5378
"GBRL",50,36,"50_ep0.2_0_gilbert_9.in",4,1.3616
"GBRL",50,32,"50_ep0.2_0_gilbert_9.in",5,1.2286
"GBRL",50,26,"50_ep0.2_0_gilbert_9.in",6,0.7885
"GBRL",50,19,"50_ep0.2_0_gilbert_9.in",7,0.6468
"GBRL",50,10,"50_ep0.2_0_gilbert_9.in",8,0.3979
"GBRL",50,4,"50_ep0.2_0_gilbert_9.in",9,0.1632
"GBRL",50,2,"50_ep0.2_0_gilbert_9.in",10,0.0665
"GBRL",50,45,"50_ep0.15_0_gilbert_1.in",1,3.3474
"GBRL",50,40,"50_ep0.15_0_gilbert_1.in",2,2.1467
"GBRL",50,34,"50_ep0.15_0_gilbert_1.in",3,3.1744
"GBRL",50,25,"50_ep0.15_0_gilbert_1.in",4,2.8272
"GBRL",50,4,"50_ep0.15_0_gilbert_1.in",5,0.1449
"GBRL",50,2,"50_ep0.15_0_gilbert_1.in",6,0.0579
"GBRL",50,1,"50_ep0.15_0_gilbert_1.in",7,0.0239
"GBRL",50,1,"50_ep0.15_0_gilbert_1.in",8,0.0177
"GBRL",50,1,"50_ep0.15_0_gilbert_1.in",9,0.0158
"GBRL",50,1,"50_ep0.15_0_gilbert_1.in",10,0.0123
"GBRL",50,48,"50_ep0.25_0_gilbert_6.in",1,1.5128
"GBRL",50,45,"50_ep0.25_0_gilbert_6.in",2,1.3076
"GBRL",50,42,"50_ep0.25_0_gilbert_6.in",3,0.2147
"GBRL",50,39,"50_ep0.25_0_gilbert_6.in",4,0.4089
"GBRL",50,37,"50_ep0.25_0_gilbert_6.in",5,0.3362
"GBRL",50,33,"50_ep0.25_0_gilbert_6.in",6,0.4167
"GBRL",50,30,"50_ep0.25_0_gilbert_6.in",7,0.3679
"GBRL",50,26,"50_ep0.25_0_gilbert_6.in",8,0.3731
"GBRL",50,23,"50_ep0.25_0_gilbert_6.in",9,0.2005
"GBRL",50,20,"50_ep0.25_0_gilbert_6.in",10,0.2315
"GBRL",50,46,"50_ep0.15_0_gilbert_8.in",1,3.2556
"GBRL",50,41,"50_ep0.15_0_gilbert_8.in",2,2.4167
"GBRL",50,35,"50_ep0.15_0_gilbert_8.in",3,2.8092
"GBRL",50,29,"50_ep0.15_0_gilbert_8.in",4,2.6602
"GBRL",50,9,"50_ep0.15_0_gilbert_8.in",5,1.0704
"GBRL",50,2,"50_ep0.15_0_gilbert_8.in",6,0.0753
"GBRL",50,1,"50_ep0.15_0_gilbert_8.in",7,0.0446
"GBRL",50,1,"50_ep0.15_0_gilbert_8.in",8,0.0379
"GBRL",50,1,"50_ep0.15_0_gilbert_8.in",9,0.0323
"GBRL",50,1,"50_ep0.15_0_gilbert_8.in",10,0.0257
"GBRL",50,47,"50_ep0.2_0_gilbert_8.in",1,3.5914
"GBRL",50,43,"50_ep0.2_0_gilbert_8.in",2,3.6146
"GBRL",50,37,"50_ep0.2_0_gilbert_8.in",3,1.7696
"GBRL",50,30,"50_ep0.2_0_gilbert_8.in",4,3.4723
"GBRL",50,2,"50_ep0.2_0_gilbert_8.in",5,0.1265
"GBRL",50,1,"50_ep0.2_0_gilbert_8.in",6,0.0409
"GBRL",50,1,"50_ep0.2_0_gilbert_8.in",7,0.0359
"GBRL",50,1,"50_ep0.2_0_gilbert_8.in",8,0.0268
"GBRL",50,1,"50_ep0.2_0_gilbert_8.in",9,0.0221
"GBRL",50,1,"50_ep0.2_0_gilbert_8.in",10,0.0175
"GBRL",50,47,"50_ep0.2_0_gilbert_7.in",1,3.762
"GBRL",50,42,"50_ep0.2_0_gilbert_7.in",2,2.6095
"GBRL",50,37,"50_ep0.2_0_gilbert_7.in",3,2.2712
"GBRL",50,30,"50_ep0.2_0_gilbert_7.in",4,3.9494
"GBRL",50,5,"50_ep0.2_0_gilbert_7.in",5,1.4719
"GBRL",50,1,"50_ep0.2_0_gilbert_7.in",6,0.0334
"GBRL",50,1,"50_ep0.2_0_gilbert_7.in",7,0.035
"GBRL",50,1,"50_ep0.2_0_gilbert_7.in",8,0.0266
"GBRL",50,1,"50_ep0.2_0_gilbert_7.in",9,0.0218
"GBRL",50,1,"50_ep0.2_0_gilbert_7.in",10,0.0174
"GBRL",50,45,"50_ep0.15_0_gilbert_9.in",1,3.2593
"GBRL",50,41,"50_ep0.15_0_gilbert_9.in",2,2.2402
"GBRL",50,35,"50_ep0.15_0_gilbert_9.in",3,2.074
"GBRL",50,29,"50_ep0.15_0_gilbert_9.in",4,1.7427
"GBRL",50,16,"50_ep0.15_0_gilbert_9.in",5,1.651
"GBRL",50,2,"50_ep0.15_0_gilbert_9.in",6,0.0633
"GBRL",50,1,"50_ep0.15_0_gilbert_9.in",7,0.0265
"GBRL",50,1,"50_ep0.15_0_gilbert_9.in",8,0.02
"GBRL",50,1,"50_ep0.15_0_gilbert_9.in",9,0.0168
"GBRL",50,1,"50_ep0.15_0_gilbert_9.in",10,0.0135
"GBRL",50,47,"50_ep0.2_0_gilbert_10.in",1,4.5876
"GBRL",50,43,"50_ep0.2_0_gilbert_10.in",2,2.1077
"GBRL",50,40,"50_ep0.2_0_gilbert_10.in",3,2.1482
"GBRL",50,36,"50_ep0.2_0_gilbert_10.in",4,2.0884
"GBRL",50,31,"50_ep0.2_0_gilbert_10.in",5,1.691
"GBRL",50,26,"50_ep0.2_0_gilbert_10.in",6,1.6654
"GBRL",50,16,"50_ep0.2_0_gilbert_10.in",7,1.2895
"GBRL",50,3,"50_ep0.2_0_gilbert_10.in",8,0.1075
"GBRL",50,2,"50_ep0.2_0_gilbert_10.in",9,0.0901
"GBRL",50,1,"50_ep0.2_0_gilbert_10.in",10,0.0319
"GBRL",50,46,"50_ep0.15_0_gilbert_2.in",1,9.49
"GBRL",50,40,"50_ep0.15_0_gilbert_2.in",2,4.518
"GBRL",50,29,"50_ep0.15_0_gilbert_2.in",3,5.2225
"GBRL",50,1,"50_ep0.15_0_gilbert_2.in",4,0.0395
"GBRL",50,1,"50_ep0.15_0_gilbert_2.in",5,0.0309
"GBRL",50,1,"50_ep0.15_0_gilbert_2.in",6,0.0435
"GBRL",50,1,"50_ep0.15_0_gilbert_2.in",7,0.0487
"GBRL",50,1,"50_ep0.15_0_gilbert_2.in",8,0.0339
"GBRL",50,1,"50_ep0.15_0_gilbert_2.in",9,0.0286
"GBRL",50,1,"50_ep0.15_0_gilbert_2.in",10,0.0197
"GBRL",50,47,"50_ep0.25_0_gilbert_7.in",1,2.4771
"GBRL",50,44,"50_ep0.25_0_gilbert_7.in",2,1.3728
"GBRL",50,41,"50_ep0.25_0_gilbert_7.in",3,1.1226
"GBRL",50,38,"50_ep0.25_0_gilbert_7.in",4,0.3797
"GBRL",50,34,"50_ep0.25_0_gilbert_7.in",5,0.6062
"GBRL",50,31,"50_ep0.25_0_gilbert_7.in",6,0.5301
"GBRL",50,27,"50_ep0.25_0_gilbert_7.in",7,0.51
"GBRL",50,21,"50_ep0.25_0_gilbert_7.in",8,0.5045
"GBRL",50,16,"50_ep0.25_0_gilbert_7.in",9,0.3502
"GBRL",50,12,"50_ep0.25_0_gilbert_7.in",10,0.3013
"GBRL",50,46,"50_ep0.15_0_gilbert_4.in",1,10.9068
"GBRL",50,40,"50_ep0.15_0_gilbert_4.in",2,6.6689
"GBRL",50,31,"50_ep0.15_0_gilbert_4.in",3,5.836
"GBRL",50,2,"50_ep0.15_0_gilbert_4.in",4,0.1255
"GBRL",50,1,"50_ep0.15_0_gilbert_4.in",5,0.0619
"GBRL",50,1,"50_ep0.15_0_gilbert_4.in",6,0.0544
"GBRL",50,1,"50_ep0.15_0_gilbert_4.in",7,0.0481
"GBRL",50,1,"50_ep0.15_0_gilbert_4.in",8,0.0403
"GBRL",50,1,"50_ep0.15_0_gilbert_4.in",9,0.0326
"GBRL",50,1,"50_ep0.15_0_gilbert_4.in",10,0.0235
"GBRL",50,45,"50_ep0.15_0_gilbert_5.in",1,4.4093
"GBRL",50,37,"50_ep0.15_0_gilbert_5.in",2,3.5806
"GBRL",50,7,"50_ep0.15_0_gilbert_5.in",3,0.7742
"GBRL",50,2,"50_ep0.15_0_gilbert_5.in",4,0.095
"GBRL",50,1,"50_ep0.15_0_gilbert_5.in",5,0.0235
"GBRL",50,1,"50_ep0.15_0_gilbert_5.in",6,0.0209
"GBRL",50,1,"50_ep0.15_0_gilbert_5.in",7,0.0225
"GBRL",50,1,"50_ep0.15_0_gilbert_5.in",8,0.0167
"GBRL",50,1,"50_ep0.15_0_gilbert_5.in",9,0.0146
"GBRL",50,1,"50_ep0.15_0_gilbert_5.in",10,0.0215
"GBRL",50,45,"50_ep0.15_0_gilbert_3.in",1,4.2008
"GBRL",50,41,"50_ep0.15_0_gilbert_3.in",2,1.7053
"GBRL",50,36,"50_ep0.15_0_gilbert_3.in",3,1.8569
"GBRL",50,31,"50_ep0.15_0_gilbert_3.in",4,0.9427
"GBRL",50,19,"50_ep0.15_0_gilbert_3.in",5,0.794
"GBRL",50,8,"50_ep0.15_0_gilbert_3.in",6,0.1616
"GBRL",50,3,"50_ep0.15_0_gilbert_3.in",7,0.0506
"GBRL",50,2,"50_ep0.15_0_gilbert_3.in",8,0.0443
"GBRL",50,1,"50_ep0.15_0_gilbert_3.in",9,0.0158
"GBRL",50,1,"50_ep0.15_0_gilbert_3.in",10,0.0125
"GBRL",50,46,"50_ep0.15_0_gilbert_10.in",1,3.0058
"GBRL",50,42,"50_ep0.15_0_gilbert_10.in",2,1.5627
"GBRL",50,37,"50_ep0.15_0_gilbert_10.in",3,1.0973
"GBRL",50,34,"50_ep0.15_0_gilbert_10.in",4,2.321
"GBRL",50,29,"50_ep0.15_0_gilbert_10.in",5,0.9766
"GBRL",50,23,"50_ep0.15_0_gilbert_10.in",6,0.8793
"GBRL",50,12,"50_ep0.15_0_gilbert_10.in",7,0.7066
"GBRL",50,3,"50_ep0.15_0_gilbert_10.in",8,0.0927
"GBRL",50,2,"50_ep0.15_0_gilbert_10.in",9,0.0803
"GBRL",50,1,"50_ep0.15_0_gilbert_10.in",10,0.0266
"GBRL",50,47,"50_ep0.25_0_gilbert_4.in",1,4.376
"GBRL",50,43,"50_ep0.25_0_gilbert_4.in",2,3.2891
"GBRL",50,40,"50_ep0.25_0_gilbert_4.in",3,4.4409
"GBRL",50,36,"50_ep0.25_0_gilbert_4.in",4,3.5399
"GBRL",50,31,"50_ep0.25_0_gilbert_4.in",5,2.9818
"GBRL",50,23,"50_ep0.25_0_gilbert_4.in",6,2.6584
"GBRL",50,2,"50_ep0.25_0_gilbert_4.in",7,0.1
"GBRL",50,1,"50_ep0.25_0_gilbert_4.in",8,0.05
"GBRL",50,1,"50_ep0.25_0_gilbert_4.in",9,0.0418
"GBRL",50,1,"50_ep0.25_0_gilbert_4.in",10,0.0328
"GBRL",50,47,"50_ep0.2_0_gilbert_5.in",1,2.1446
"GBRL",50,43,"50_ep0.2_0_gilbert_5.in",2,1.9194
"GBRL",50,40,"50_ep0.2_0_gilbert_5.in",3,1.5228
"GBRL",50,36,"50_ep0.2_0_gilbert_5.in",4,1.2696
"GBRL",50,32,"50_ep0.2_0_gilbert_5.in",5,1.3405
"GBRL",50,28,"50_ep0.2_0_gilbert_5.in",6,1.0134
"GBRL",50,22,"50_ep0.2_0_gilbert_5.in",7,1.5546
"GBRL",50,13,"50_ep0.2_0_gilbert_5.in",8,0.5433
"GBRL",50,5,"50_ep0.2_0_gilbert_5.in",9,0.1912
"GBRL",50,3,"50_ep0.2_0_gilbert_5.in",10,0.0551
"GBRL",100,42,"100_r0.195_0_geom_7.gin",1,32.4058
"GBRL",100,23,"100_r0.195_0_geom_7.gin",2,6.547
"GBRL",100,13,"100_r0.195_0_geom_7.gin",3,1.0329
"GBRL",100,10,"100_r0.195_0_geom_7.gin",4,0.8549
"GBRL",100,7,"100_r0.195_0_geom_7.gin",5,0.3163
"GBRL",100,6,"100_r0.195_0_geom_7.gin",6,0.2568
"GBRL",100,5,"100_r0.195_0_geom_7.gin",7,0.2381
"GBRL",100,4,"100_r0.195_0_geom_7.gin",8,0.1935
"GBRL",100,3,"100_r0.195_0_geom_7.gin",9,0.1713
"GBRL",100,2,"100_r0.195_0_geom_7.gin",10,0.133
"GBRL",100,49,"100_r0.195_0_geom_3.gin",1,274.7535
"GBRL",100,2,"100_r0.195_0_geom_3.gin",2,1.3783
"GBRL",100,1,"100_r0.195_0_geom_3.gin",3,0.3131
"GBRL",100,1,"100_r0.195_0_geom_3.gin",4,0.2203
"GBRL",100,1,"100_r0.195_0_geom_3.gin",5,0.1851
"GBRL",100,1,"100_r0.195_0_geom_3.gin",6,0.0805
"GBRL",100,1,"100_r0.195_0_geom_3.gin",7,0.0679
"GBRL",100,1,"100_r0.195_0_geom_3.gin",8,0.0602
"GBRL",100,1,"100_r0.195_0_geom_3.gin",9,0.0611
"GBRL",100,1,"100_r0.195_0_geom_3.gin",10,0.0395
"GBRL",100,17,"100_r0.169_0_geom_4.gin",1,8.6357
"GBRL",100,11,"100_r0.169_0_geom_4.gin",2,3.1804
"GBRL",100,6,"100_r0.169_0_geom_4.gin",3,0.9127
"GBRL",100,3,"100_r0.169_0_geom_4.gin",4,0.3989
"GBRL",100,2,"100_r0.169_0_geom_4.gin",5,0.2508
"GBRL",100,1,"100_r0.169_0_geom_4.gin",6,0.1394
"GBRL",100,1,"100_r0.169_0_geom_4.gin",7,0.1017
"GBRL",100,1,"100_r0.169_0_geom_4.gin",8,0.0982
"GBRL",100,1,"100_r0.169_0_geom_4.gin",9,0.0967
"GBRL",100,1,"100_r0.169_0_geom_4.gin",10,0.0535
"GBRL",100,71,"100_r0.219_0_geom_8.gin",1,634.2027
"GBRL",100,32,"100_r0.219_0_geom_8.gin",2,121.5958
"GBRL",100,8,"100_r0.219_0_geom_8.gin",3,0.8683
"GBRL",100,7,"100_r0.219_0_geom_8.gin",4,0.4411
"GBRL",100,6,"100_r0.219_0_geom_8.gin",5,0.3412
"GBRL",100,5,"100_r0.219_0_geom_8.gin",6,0.269
"GBRL",100,4,"100_r0.219_0_geom_8.gin",7,0.2355
"GBRL",100,3,"100_r0.219_0_geom_8.gin",8,0.1989
"GBRL",100,2,"100_r0.219_0_geom_8.gin",9,0.1714
"GBRL",100,1,"100_r0.219_0_geom_8.gin",10,0.0527
"GBRL",100,62,"100_r0.169_0_geom_5.gin",1,230.4255
"GBRL",100,12,"100_r0.169_0_geom_5.gin",2,13.1492
"GBRL",100,7,"100_r0.169_0_geom_5.gin",3,1.0138
"GBRL",100,4,"100_r0.169_0_geom_5.gin",4,0.3781
"GBRL",100,3,"100_r0.169_0_geom_5.gin",5,0.287
"GBRL",100,2,"100_r0.169_0_geom_5.gin",6,0.2342
"GBRL",100,1,"100_r0.169_0_geom_5.gin",7,0.0728
"GBRL",100,1,"100_r0.169_0_geom_5.gin",8,0.0608
"GBRL",100,1,"100_r0.169_0_geom_5.gin",9,0.0723
"GBRL",100,1,"100_r0.169_0_geom_5.gin",10,0.048
"GBRL",100,85,"100_r0.195_0_geom_9.gin",1,323.467
"GBRL",100,36,"100_r0.195_0_geom_9.gin",2,43.6972
"GBRL",100,14,"100_r0.195_0_geom_9.gin",3,4.1573
"GBRL",100,8,"100_r0.195_0_geom_9.gin",4,0.8438
"GBRL",100,4,"100_r0.195_0_geom_9.gin",5,0.363
"GBRL",100,3,"100_r0.195_0_geom_9.gin",6,0.2958
"GBRL",100,2,"100_r0.195_0_geom_9.gin",7,0.2434
"GBRL",100,1,"100_r0.195_0_geom_9.gin",8,0.0652
"GBRL",100,1,"100_r0.195_0_geom_9.gin",9,0.0661
"GBRL",100,1,"100_r0.195_0_geom_9.gin",10,0.055
"GBRL",100,81,"100_r0.219_0_geom_6.gin",1,67.9869
"GBRL",100,70,"100_r0.219_0_geom_6.gin",2,31.02
"GBRL",100,55,"100_r0.219_0_geom_6.gin",3,38.3246
"GBRL",100,37,"100_r0.219_0_geom_6.gin",4,9.4226
"GBRL",100,20,"100_r0.219_0_geom_6.gin",5,1.6882
"GBRL",100,16,"100_r0.219_0_geom_6.gin",6,1.3837
"GBRL",100,12,"100_r0.219_0_geom_6.gin",7,0.2687
"GBRL",100,11,"100_r0.219_0_geom_6.gin",8,0.3178
"GBRL",100,10,"100_r0.219_0_geom_6.gin",9,0.3268
"GBRL",100,9,"100_r0.219_0_geom_6.gin",10,0.3139
"GBRL",100,49,"100_r0.219_0_geom_5.gin",1,43.7143
"GBRL",100,35,"100_r0.219_0_geom_5.gin",2,55.3999
"GBRL",100,2,"100_r0.219_0_geom_5.gin",3,0.7992
"GBRL",100,1,"100_r0.219_0_geom_5.gin",4,0.1594
"GBRL",100,1,"100_r0.219_0_geom_5.gin",5,0.1234
"GBRL",100,1,"100_r0.219_0_geom_5.gin",6,0.1015
"GBRL",100,1,"100_r0.219_0_geom_5.gin",7,0.087
"GBRL",100,1,"100_r0.219_0_geom_5.gin",8,0.072
"GBRL",100,1,"100_r0.219_0_geom_5.gin",9,0.0734
"GBRL",100,1,"100_r0.219_0_geom_5.gin",10,0.0497
"GBRL",100,70,"100_r0.195_0_geom_1.gin",1,21.3309
"GBRL",100,50,"100_r0.195_0_geom_1.gin",2,9.5563
"GBRL",100,35,"100_r0.195_0_geom_1.gin",3,2.9312
"GBRL",100,27,"100_r0.195_0_geom_1.gin",4,2.5806
"GBRL",100,20,"100_r0.195_0_geom_1.gin",5,1.3823
"GBRL",100,15,"100_r0.195_0_geom_1.gin",6,0.764
"GBRL",100,12,"100_r0.195_0_geom_1.gin",7,0.4738
"GBRL",100,9,"100_r0.195_0_geom_1.gin",8,0.2117
"GBRL",100,8,"100_r0.195_0_geom_1.gin",9,0.1708
"GBRL",100,7,"100_r0.195_0_geom_1.gin",10,0.1683
"GBRL",100,84,"100_r0.219_0_geom_10.gin",1,388.2305
"GBRL",100,18,"100_r0.219_0_geom_10.gin",2,4.8688
"GBRL",100,14,"100_r0.219_0_geom_10.gin",3,2.3119
"GBRL",100,11,"100_r0.219_0_geom_10.gin",4,1.3828
"GBRL",100,7,"100_r0.219_0_geom_10.gin",5,0.6964
"GBRL",100,5,"100_r0.219_0_geom_10.gin",6,0.3212
"GBRL",100,4,"100_r0.219_0_geom_10.gin",7,0.2901
"GBRL",100,3,"100_r0.219_0_geom_10.gin",8,0.2425
"GBRL",100,2,"100_r0.219_0_geom_10.gin",9,0.1935
"GBRL",100,1,"100_r0.219_0_geom_10.gin",10,0.055
"GBRL",100,21,"100_r0.169_0_geom_3.gin",1,6.4521
"GBRL",100,13,"100_r0.169_0_geom_3.gin",2,1.2725
"GBRL",100,10,"100_r0.169_0_geom_3.gin",3,0.715
"GBRL",100,8,"100_r0.169_0_geom_3.gin",4,0.4776
"GBRL",100,6,"100_r0.169_0_geom_3.gin",5,0.268
"GBRL",100,5,"100_r0.169_0_geom_3.gin",6,0.227
"GBRL",100,4,"100_r0.169_0_geom_3.gin",7,0.1991
"GBRL",100,3,"100_r0.169_0_geom_3.gin",8,0.1551
"GBRL",100,2,"100_r0.169_0_geom_3.gin",9,0.1228
"GBRL",100,1,"100_r0.169_0_geom_3.gin",10,0.035
"GBRL",100,88,"100_r0.219_0_geom_7.gin",1,52.9936
"GBRL",100,72,"100_r0.219_0_geom_7.gin",2,23.4653
"GBRL",100,63,"100_r0.219_0_geom_7.gin",3,39.7443
"GBRL",100,40,"100_r0.219_0_geom_7.gin",4,5.5627
"GBRL",100,28,"100_r0.219_0_geom_7.gin",5,10.8318
"GBRL",100,15,"100_r0.219_0_geom_7.gin",6,5.0442
"GBRL",100,8,"100_r0.219_0_geom_7.gin",7,0.964
"GBRL",100,5,"100_r0.219_0_geom_7.gin",8,0.3954
"GBRL",100,4,"100_r0.219_0_geom_7.gin",9,0.2601
"GBRL",100,3,"100_r0.219_0_geom_7.gin",10,0.185
"GBRL",100,59,"100_r0.169_0_geom_6.gin",1,138.2631
"GBRL",100,25,"100_r0.169_0_geom_6.gin",2,4.7093
"GBRL",100,18,"100_r0.169_0_geom_6.gin",3,4.7687
"GBRL",100,10,"100_r0.169_0_geom_6.gin",4,0.6302
"GBRL",100,6,"100_r0.169_0_geom_6.gin",5,0.2855
"GBRL",100,5,"100_r0.169_0_geom_6.gin",6,0.235
"GBRL",100,4,"100_r0.169_0_geom_6.gin",7,0.2039
"GBRL",100,3,"100_r0.169_0_geom_6.gin",8,0.1763
"GBRL",100,2,"100_r0.169_0_geom_6.gin",9,0.2329
"GBRL",100,1,"100_r0.169_0_geom_6.gin",10,0.0636
"GBRL",100,7,"100_r0.169_0_geom_9.gin",1,5.0302
"GBRL",100,3,"100_r0.169_0_geom_9.gin",2,0.9359
"GBRL",100,2,"100_r0.169_0_geom_9.gin",3,0.5671
"GBRL",100,1,"100_r0.169_0_geom_9.gin",4,0.1064
"GBRL",100,1,"100_r0.169_0_geom_9.gin",5,0.0823
"GBRL",100,1,"100_r0.169_0_geom_9.gin",6,0.0669
"GBRL",100,1,"100_r0.169_0_geom_9.gin",7,0.0555
"GBRL",100,1,"100_r0.169_0_geom_9.gin",8,0.0455
"GBRL",100,1,"100_r0.169_0_geom_9.gin",9,0.0447
"GBRL",100,1,"100_r0.169_0_geom_9.gin",10,0.0276
"GBRL",100,91,"100_r0.219_0_geom_4.gin",1,174.9966
"GBRL",100,52,"100_r0.219_0_geom_4.gin",2,4.394
"GBRL",100,48,"100_r0.219_0_geom_4.gin",3,4.2285
"GBRL",100,42,"100_r0.219_0_geom_4.gin",4,3.1971
"GBRL",100,37,"100_r0.219_0_geom_4.gin",5,2.7277
"GBRL",100,33,"100_r0.219_0_geom_4.gin",6,3.5756
"GBRL",100,29,"100_r0.219_0_geom_4.gin",7,1.8819
"GBRL",100,24,"100_r0.219_0_geom_4.gin",8,1.0898
"GBRL",100,20,"100_r0.219_0_geom_4.gin",9,1.5936
"GBRL",100,16,"100_r0.219_0_geom_4.gin",10,0.8838
"GBRL",100,31,"100_r0.169_0_geom_7.gin",1,7.1885
"GBRL",100,24,"100_r0.169_0_geom_7.gin",2,1.5525
"GBRL",100,19,"100_r0.169_0_geom_7.gin",3,1.4369
"GBRL",100,15,"100_r0.169_0_geom_7.gin",4,0.4339
"GBRL",100,12,"100_r0.169_0_geom_7.gin",5,0.2476
"GBRL",100,11,"100_r0.169_0_geom_7.gin",6,0.2102
"GBRL",100,10,"100_r0.169_0_geom_7.gin",7,0.3594
"GBRL",100,9,"100_r0.169_0_geom_7.gin",8,0.3069
"GBRL",100,8,"100_r0.169_0_geom_7.gin",9,0.1753
"GBRL",100,7,"100_r0.169_0_geom_7.gin",10,0.1225
"GBRL",100,92,"100_r0.219_0_geom_3.gin",1,669.3192
"GBRL",100,74,"100_r0.219_0_geom_3.gin",2,199.9005
"GBRL",100,53,"100_r0.219_0_geom_3.gin",3,134.558
"GBRL",100,14,"100_r0.219_0_geom_3.gin",4,1.4948
