"set","n","result","instance","D","runtime"
"BBGRL",50,1,"50_ep0.15_0_gilbert_6.in",7,0.0422
"BBGRL",50,1,"50_ep0.15_0_gilbert_6.in",8,0.0259
"BBGRL",50,1,"50_ep0.15_0_gilbert_6.in",9,0.0222
"BBGRL",50,1,"50_ep0.15_0_gilbert_6.in",10,0.0176
"BBGRL",50,42,"50_ep0.1_0_gilbert_1.in",1,8.2576
"BBGRL",50,7,"50_ep0.1_0_gilbert_1.in",2,0.9239
"BBGRL",50,3,"50_ep0.1_0_gilbert_1.in",3,0.1215
"BBGRL",50,2,"50_ep0.1_0_gilbert_1.in",4,0.0781
"BBGRL",50,1,"50_ep0.1_0_gilbert_1.in",5,0.0444
"BBGRL",50,1,"50_ep0.1_0_gilbert_1.in",6,0.0396
"BBGRL",50,1,"50_ep0.1_0_gilbert_1.in",7,0.0317
"BBGRL",50,1,"50_ep0.1_0_gilbert_1.in",8,0.0303
"BBGRL",50,1,"50_ep0.1_0_gilbert_1.in",9,0.0234
"BBGRL",50,1,"50_ep0.1_0_gilbert_1.in",10,0.0169
"BBGRL",50,41,"50_ep0.1_0_gilbert_3.in",1,12.9186
"BBGRL",50,4,"50_ep0.1_0_gilbert_3.in",2,0.5435
"BBGRL",50,1,"50_ep0.1_0_gilbert_3.in",3,0.0328
"BBGRL",50,1,"50_ep0.1_0_gilbert_3.in",4,0.0292
"BBGRL",50,1,"50_ep0.1_0_gilbert_3.in",5,0.0222
"BBGRL",50,1,"50_ep0.1_0_gilbert_3.in",6,0.0201
"BBGRL",50,1,"50_ep0.1_0_gilbert_3.in",7,0.022
"BBGRL",50,1,"50_ep0.1_0_gilbert_3.in",8,0.0156
"BBGRL",50,1,"50_ep0.1_0_gilbert_3.in",9,0.0128
"BBGRL",50,1,"50_ep0.1_0_gilbert_3.in",10,0.0101
"BBGRL",50,40,"50_ep0.1_0_gilbert_6.in",1,13.1816
"BBGRL",50,1,"50_ep0.1_0_gilbert_6.in",2,0.0463
"BBGRL",50,1,"50_ep0.1_0_gilbert_6.in",3,0.0308
"BBGRL",50,1,"50_ep0.1_0_gilbert_6.in",4,0.0239
"BBGRL",50,1,"50_ep0.1_0_gilbert_6.in",5,0.018
"BBGRL",50,1,"50_ep0.1_0_gilbert_6.in",6,0.0319
"BBGRL",50,1,"50_ep0.1_0_gilbert_6.in",7,0.0354
"BBGRL",50,1,"50_ep0.1_0_gilbert_6.in",8,0.0247
"BBGRL",50,1,"50_ep0.1_0_gilbert_6.in",9,0.0208
"BBGRL",50,1,"50_ep0.1_0_gilbert_6.in",10,0.0165
"BBGRL",50,47,"50_ep0.2_0_gilbert_6.in",1,2.6036
"BBGRL",50,43,"50_ep0.2_0_gilbert_6.in",2,1.5257
"BBGRL",50,39,"50_ep0.2_0_gilbert_6.in",3,1.5329
"BBGRL",50,35,"50_ep0.2_0_gilbert_6.in",4,1.2866
"BBGRL",50,30,"50_ep0.2_0_gilbert_6.in",5,1.2566
"BBGRL",50,25,"50_ep0.2_0_gilbert_6.in",6,0.8378
"BBGRL",50,16,"50_ep0.2_0_gilbert_6.in",7,0.7629
"BBGRL",50,7,"50_ep0.2_0_gilbert_6.in",8,0.1571
"BBGRL",50,3,"50_ep0.2_0_gilbert_6.in",9,0.0734
"BBGRL",50,2,"50_ep0.2_0_gilbert_6.in",10,0.0488
"BBGRL",50,47,"50_ep0.2_0_gilbert_1.in",1,4.4793
"BBGRL",50,43,"50_ep0.2_0_gilbert_1.in",2,2.4442
"BBGRL",50,39,"50_ep0.2_0_gilbert_1.in",3,2.3232
"BBGRL",50,34,"50_ep0.2_0_gilbert_1.in",4,1.9099
"BBGRL",50,26,"50_ep0.2_0_gilbert_1.in",5,1.4376
"BBGRL",50,6,"50_ep0.2_0_gilbert_1.in",6,0.6414
"BBGRL",50,2,"50_ep0.2_0_gilbert_1.in",7,0.0775
"BBGRL",50,1,"50_ep0.2_0_gilbert_1.in",8,0.0438
"BBGRL",50,1,"50_ep0.2_0_gilbert_1.in",9,0.0371
"BBGRL",50,1,"50_ep0.2_0_gilbert_1.in",10,0.029
"BBGRL",50,47,"50_ep0.2_0_gilbert_9.in",1,2.1707
"BBGRL",50,43,"50_ep0.2_0_gilbert_9.in",2,1.4317
"BBGRL",50,40,"50_ep0.2_0_gilbert_9.in",3,1.5472
"BBGRL",50,36,"50_ep0.2_0_gilbert_9.in",4,1.3669
"BBGRL",50,32,"50_ep0.2_0_gilbert_9.in",5,0.8016
"BBGRL",50,26,"50_ep0.2_0_gilbert_9.in",6,0.7913
"BBGRL",50,19,"50_ep0.2_0_gilbert_9.in",7,0.6519
"BBGRL",50,10,"50_ep0.2_0_gilbert_9.in",8,0.2373
"BBGRL",50,4,"50_ep0.2_0_gilbert_9.in",9,0.1392
"BBGRL",50,2,"50_ep0.2_0_gilbert_9.in",10,0.0668
"BBGRL",50,45,"50_ep0.15_0_gilbert_1.in",1,3.4693
"BBGRL",50,40,"50_ep0.15_0_gilbert_1.in",2,2.1917
"BBGRL",50,34,"50_ep0.15_0_gilbert_1.in",3,2.5456
"BBGRL",50,25,"50_ep0.15_0_gilbert_1.in",4,2.0706
"BBGRL",50,4,"50_ep0.15_0_gilbert_1.in",5,0.2226
"BBGRL",50,2,"50_ep0.15_0_gilbert_1.in",6,0.0845
"BBGRL",50,1,"50_ep0.15_0_gilbert_1.in",7,0.0347
"BBGRL",50,1,"50_ep0.15_0_gilbert_1.in",8,0.0287
"BBGRL",50,1,"50_ep0.15_0_gilbert_1.in",9,0.0236
"BBGRL",50,1,"50_ep0.15_0_gilbert_1.in",10,0.0196
"BBGRL",50,46,"50_ep0.15_0_gilbert_8.in",1,3.4811
"BBGRL",50,41,"50_ep0.15_0_gilbert_8.in",2,2.0644
"BBGRL",50,35,"50_ep0.15_0_gilbert_8.in",3,2.9359
"BBGRL",50,29,"50_ep0.15_0_gilbert_8.in",4,2.3367
"BBGRL",50,9,"50_ep0.15_0_gilbert_8.in",5,1.0882
"BBGRL",50,2,"50_ep0.15_0_gilbert_8.in",6,0.0751
"BBGRL",50,1,"50_ep0.15_0_gilbert_8.in",7,0.049
"BBGRL",50,1,"50_ep0.15_0_gilbert_8.in",8,0.0379
"BBGRL",50,1,"50_ep0.15_0_gilbert_8.in",9,0.0321
"BBGRL",50,1,"50_ep0.15_0_gilbert_8.in",10,0.0255
"BBGRL",50,47,"50_ep0.2_0_gilbert_8.in",1,3.9597
"BBGRL",50,43,"50_ep0.2_0_gilbert_8.in",2,3.2021
"BBGRL",50,37,"50_ep0.2_0_gilbert_8.in",3,1.8117
"BBGRL",50,30,"50_ep0.2_0_gilbert_8.in",4,3.258
"BBGRL",50,2,"50_ep0.2_0_gilbert_8.in",5,0.18
"BBGRL",50,1,"50_ep0.2_0_gilbert_8.in",6,0.0583
"BBGRL",50,1,"50_ep0.2_0_gilbert_8.in",7,0.055
"BBGRL",50,1,"50_ep0.2_0_gilbert_8.in",8,0.0411
"BBGRL",50,1,"50_ep0.2_0_gilbert_8.in",9,0.034
"BBGRL",50,1,"50_ep0.2_0_gilbert_8.in",10,0.0272
"BBGRL",50,47,"50_ep0.2_0_gilbert_7.in",1,4.0549
"BBGRL",50,42,"50_ep0.2_0_gilbert_7.in",2,2.4057
"BBGRL",50,37,"50_ep0.2_0_gilbert_7.in",3,2.408
"BBGRL",50,30,"50_ep0.2_0_gilbert_7.in",4,4.3619
"BBGRL",50,5,"50_ep0.2_0_gilbert_7.in",5,1.5128
"BBGRL",50,1,"50_ep0.2_0_gilbert_7.in",6,0.0315
"BBGRL",50,1,"50_ep0.2_0_gilbert_7.in",7,0.0314
"BBGRL",50,1,"50_ep0.2_0_gilbert_7.in",8,0.0237
"BBGRL",50,1,"50_ep0.2_0_gilbert_7.in",9,0.0198
"BBGRL",50,1,"50_ep0.2_0_gilbert_7.in",10,0.0158
"BBGRL",50,45,"50_ep0.15_0_gilbert_9.in",1,3.8016
"BBGRL",50,41,"50_ep0.15_0_gilbert_9.in",2,1.7843
"BBGRL",50,35,"50_ep0.15_0_gilbert_9.in",3,2.0332
"BBGRL",50,29,"50_ep0.15_0_gilbert_9.in",4,1.7401
"BBGRL",50,16,"50_ep0.15_0_gilbert_9.in",5,1.6782
"BBGRL",50,2,"50_ep0.15_0_gilbert_9.in",6,0.0622
"BBGRL",50,1,"50_ep0.15_0_gilbert_9.in",7,0.0257
"BBGRL",50,1,"50_ep0.15_0_gilbert_9.in",8,0.0196
"BBGRL",50,1,"50_ep0.15_0_gilbert_9.in",9,0.0171
"BBGRL",50,1,"50_ep0.15_0_gilbert_9.in",10,0.0131
"BBGRL",50,47,"50_ep0.2_0_gilbert_10.in",1,4.6028
"BBGRL",50,43,"50_ep0.2_0_gilbert_10.in",2,2.5299
"BBGRL",50,40,"50_ep0.2_0_gilbert_10.in",3,2.2936
"BBGRL",50,36,"50_ep0.2_0_gilbert_10.in",4,2.0894
"BBGRL",50,31,"50_ep0.2_0_gilbert_10.in",5,2.2151
"BBGRL",50,26,"50_ep0.2_0_gilbert_10.in",6,1.229
"BBGRL",50,16,"50_ep0.2_0_gilbert_10.in",7,1.1029
"BBGRL",50,3,"50_ep0.2_0_gilbert_10.in",8,0.1124
"BBGRL",50,2,"50_ep0.2_0_gilbert_10.in",9,0.0911
"BBGRL",50,1,"50_ep0.2_0_gilbert_10.in",10,0.0314
"BBGRL",50,46,"50_ep0.15_0_gilbert_2.in",1,9.1286
"BBGRL",50,40,"50_ep0.15_0_gilbert_2.in",2,4.3343
"BBGRL",50,29,"50_ep0.15_0_gilbert_2.in",3,5.1266
"BBGRL",50,1,"50_ep0.15_0_gilbert_2.in",4,0.0395
"BBGRL",50,1,"50_ep0.15_0_gilbert_2.in",5,0.0308
"BBGRL",50,1,"50_ep0.15_0_gilbert_2.in",6,0.0279
"BBGRL",50,1,"50_ep0.15_0_gilbert_2.in",7,0.0306
"BBGRL",50,1,"50_ep0.15_0_gilbert_2.in",8,0.0219
"BBGRL",50,1,"50_ep0.15_0_gilbert_2.in",9,0.0282
"BBGRL",50,1,"50_ep0.15_0_gilbert_2.in",10,0.0241
"BBGRL",50,42,"50_ep0.1_0_gilbert_2.in",1,5.3459
"BBGRL",50,31,"50_ep0.1_0_gilbert_2.in",2,1.817
"BBGRL",50,8,"50_ep0.1_0_gilbert_2.in",3,0.2581
"BBGRL",50,4,"50_ep0.1_0_gilbert_2.in",4,0.1058
"BBGRL",50,3,"50_ep0.1_0_gilbert_2.in",5,0.0702
"BBGRL",50,2,"50_ep0.1_0_gilbert_2.in",6,0.0604
"BBGRL",50,1,"50_ep0.1_0_gilbert_2.in",7,0.0234
"BBGRL",50,1,"50_ep0.1_0_gilbert_2.in",8,0.0183
"BBGRL",50,1,"50_ep0.1_0_gilbert_2.in",9,0.0134
"BBGRL",50,1,"50_ep0.1_0_gilbert_2.in",10,0.0113
"BBGRL",50,43,"50_ep0.1_0_gilbert_9.in",1,5.4507
"BBGRL",50,33,"50_ep0.1_0_gilbert_9.in",2,2.8749
"BBGRL",50,2,"50_ep0.1_0_gilbert_9.in",3,0.2966
"BBGRL",50,1,"50_ep0.1_0_gilbert_9.in",4,0.0534
"BBGRL",50,1,"50_ep0.1_0_gilbert_9.in",5,0.042
"BBGRL",50,1,"50_ep0.1_0_gilbert_9.in",6,0.0376
"BBGRL",50,1,"50_ep0.1_0_gilbert_9.in",7,0.0411
"BBGRL",50,1,"50_ep0.1_0_gilbert_9.in",8,0.0291
"BBGRL",50,1,"50_ep0.1_0_gilbert_9.in",9,0.0252
"BBGRL",50,1,"50_ep0.1_0_gilbert_9.in",10,0.0215
"BBGRL",50,44,"50_ep0.1_0_gilbert_4.in",1,7.4764
"BBGRL",50,36,"50_ep0.1_0_gilbert_4.in",2,4.8049
"BBGRL",50,21,"50_ep0.1_0_gilbert_4.in",3,1.8959
"BBGRL",50,5,"50_ep0.1_0_gilbert_4.in",4,0.1528
"BBGRL",50,3,"50_ep0.1_0_gilbert_4.in",5,0.0581
"BBGRL",50,2,"50_ep0.1_0_gilbert_4.in",6,0.0506
"BBGRL",50,1,"50_ep0.1_0_gilbert_4.in",7,0.0202
"BBGRL",50,1,"50_ep0.1_0_gilbert_4.in",8,0.0311
"BBGRL",50,1,"50_ep0.1_0_gilbert_4.in",9,0.0254
"BBGRL",50,1,"50_ep0.1_0_gilbert_4.in",10,0.0198
"BBGRL",50,46,"50_ep0.15_0_gilbert_4.in",1,10.501
"BBGRL",50,40,"50_ep0.15_0_gilbert_4.in",2,7.3723
"BBGRL",50,31,"50_ep0.15_0_gilbert_4.in",3,5.1283
"BBGRL",50,2,"50_ep0.15_0_gilbert_4.in",4,0.1303
"BBGRL",50,1,"50_ep0.15_0_gilbert_4.in",5,0.0677
"BBGRL",50,1,"50_ep0.15_0_gilbert_4.in",6,0.0578
"BBGRL",50,1,"50_ep0.15_0_gilbert_4.in",7,0.0453
"BBGRL",50,1,"50_ep0.15_0_gilbert_4.in",8,0.0388
"BBGRL",50,1,"50_ep0.15_0_gilbert_4.in",9,0.0309
"BBGRL",50,1,"50_ep0.15_0_gilbert_4.in",10,0.0217
"BBGRL",50,45,"50_ep0.15_0_gilbert_5.in",1,4.9172
"BBGRL",50,37,"50_ep0.15_0_gilbert_5.in",2,4.0111
"BBGRL",50,7,"50_ep0.15_0_gilbert_5.in",3,0.7178
"BBGRL",50,2,"50_ep0.15_0_gilbert_5.in",4,0.0947
"BBGRL",50,1,"50_ep0.15_0_gilbert_5.in",5,0.0235
"BBGRL",50,1,"50_ep0.15_0_gilbert_5.in",6,0.0211
"BBGRL",50,1,"50_ep0.15_0_gilbert_5.in",7,0.0223
"BBGRL",50,1,"50_ep0.15_0_gilbert_5.in",8,0.0326
"BBGRL",50,1,"50_ep0.15_0_gilbert_5.in",9,0.0279
"BBGRL",50,1,"50_ep0.15_0_gilbert_5.in",10,0.0225
"BBGRL",50,45,"50_ep0.15_0_gilbert_3.in",1,4.1392
"BBGRL",50,41,"50_ep0.15_0_gilbert_3.in",2,1.6487
"BBGRL",50,36,"50_ep0.15_0_gilbert_3.in",3,1.8553
"BBGRL",50,31,"50_ep0.15_0_gilbert_3.in",4,1.045
"BBGRL",50,19,"50_ep0.15_0_gilbert_3.in",5,1.2413
"BBGRL",50,8,"50_ep0.15_0_gilbert_3.in",6,0.1789
"BBGRL",50,3,"50_ep0.15_0_gilbert_3.in",7,0.0536
"BBGRL",50,2,"50_ep0.15_0_gilbert_3.in",8,0.0474
"BBGRL",50,1,"50_ep0.15_0_gilbert_3.in",9,0.0169
"BBGRL",50,1,"50_ep0.15_0_gilbert_3.in",10,0.0134
"BBGRL",50,46,"50_ep0.15_0_gilbert_10.in",1,2.9732
"BBGRL",50,42,"50_ep0.15_0_gilbert_10.in",2,1.8232
"BBGRL",50,37,"50_ep0.15_0_gilbert_10.in",3,1.0988
"BBGRL",50,34,"50_ep0.15_0_gilbert_10.in",4,1.7593
"BBGRL",50,29,"50_ep0.15_0_gilbert_10.in",5,1.1883
"BBGRL",50,23,"50_ep0.15_0_gilbert_10.in",6,0.9444
"BBGRL",50,12,"50_ep0.15_0_gilbert_10.in",7,0.4565
"BBGRL",50,3,"50_ep0.15_0_gilbert_10.in",8,0.0737
"BBGRL",50,2,"50_ep0.15_0_gilbert_10.in",9,0.0804
"BBGRL",50,1,"50_ep0.15_0_gilbert_10.in",10,0.0269
"BBGRL",50,42,"50_ep0.1_0_gilbert_8.in",1,8.421
"BBGRL",50,11,"50_ep0.1_0_gilbert_8.in",2,4.3173
"BBGRL",50,2,"50_ep0.1_0_gilbert_8.in",3,0.1604
"BBGRL",50,1,"50_ep0.1_0_gilbert_8.in",4,0.0476
"BBGRL",50,1,"50_ep0.1_0_gilbert_8.in",5,0.0367
"BBGRL",50,1,"50_ep0.1_0_gilbert_8.in",6,0.0324
"BBGRL",50,1,"50_ep0.1_0_gilbert_8.in",7,0.0317
"BBGRL",50,1,"50_ep0.1_0_gilbert_8.in",8,0.0223
"BBGRL",50,1,"50_ep0.1_0_gilbert_8.in",9,0.0185
"BBGRL",50,1,"50_ep0.1_0_gilbert_8.in",10,0.0155
"BBGRL",50,44,"50_ep0.1_0_gilbert_5.in",1,9.8138
"BBGRL",50,37,"50_ep0.1_0_gilbert_5.in",2,6.6294
"BBGRL",50,21,"50_ep0.1_0_gilbert_5.in",3,2.3524
"BBGRL",50,2,"50_ep0.1_0_gilbert_5.in",4,0.1856
"BBGRL",50,1,"50_ep0.1_0_gilbert_5.in",5,0.0434
"BBGRL",50,1,"50_ep0.1_0_gilbert_5.in",6,0.0381
"BBGRL",50,1,"50_ep0.1_0_gilbert_5.in",7,0.0396
"BBGRL",50,1,"50_ep0.1_0_gilbert_5.in",8,0.0295
"BBGRL",50,1,"50_ep0.1_0_gilbert_5.in",9,0.0255
"BBGRL",50,1,"50_ep0.1_0_gilbert_5.in",10,0.0206
"BBGRL",50,47,"50_ep0.2_0_gilbert_5.in",1,2.098
"BBGRL",50,43,"50_ep0.2_0_gilbert_5.in",2,1.4726
"BBGRL",50,40,"50_ep0.2_0_gilbert_5.in",3,1.8296
"BBGRL",50,36,"50_ep0.2_0_gilbert_5.in",4,1.3357
"BBGRL",50,32,"50_ep0.2_0_gilbert_5.in",5,1.8611
"BBGRL",50,28,"50_ep0.2_0_gilbert_5.in",6,0.8539
"BBGRL",50,22,"50_ep0.2_0_gilbert_5.in",7,0.9549
"BBGRL",50,13,"50_ep0.2_0_gilbert_5.in",8,0.5944
"BBGRL",50,5,"50_ep0.2_0_gilbert_5.in",9,0.1873
"BBGRL",50,3,"50_ep0.2_0_gilbert_5.in",10,0.0619
