"set","n","result","instance","D","runtime","seed"
"GBRL",500,1,"500_r0.083_0_geom_7.gin",10,3.7598,1505009317604605184
"GBRL",500,314,"500_r0.083_0_geom_4.gin",1,173.767,1505009321829301248
"GBRL",500,171,"500_r0.083_0_geom_4.gin",2,179.5171,1505009495843219712
"GBRL",500,57,"500_r0.083_0_geom_4.gin",3,179.4427,1505009675782130432
"GBRL",500,39,"500_r0.083_0_geom_4.gin",4,179.8798,1505009855463206144
"GBRL",500,31,"500_r0.083_0_geom_4.gin",5,43.9219,1505010035791361024
"GBRL",500,25,"500_r0.083_0_geom_4.gin",6,42.664,1505010079952512000
"GBRL",500,21,"500_r0.083_0_geom_4.gin",7,34.4606,1505010122854007808
"GBRL",500,18,"500_r0.083_0_geom_4.gin",8,31.5567,1505010157619100160
"GBRL",500,14,"500_r0.083_0_geom_4.gin",9,27.3257,1505010189411453696
"GBRL",500,12,"500_r0.083_0_geom_4.gin",10,17.9984,1505010216973189120
"GBRL",500,453,"500_r0.093_0_geom_5.gin",1,180.2763,1505010235438174720
"GBRL",500,312,"500_r0.093_0_geom_5.gin",2,179.3861,1505010415950030592
"GBRL",500,390,"500_r0.093_0_geom_5.gin",3,179.6668,1505010595664301824
"GBRL",500,217,"500_r0.093_0_geom_5.gin",4,179.3858,1505010775657701888
"GBRL",500,127,"500_r0.093_0_geom_5.gin",5,179.5532,1505010955341796096
"GBRL",500,157,"500_r0.093_0_geom_5.gin",6,179.4823,1505011135285622528
"GBRL",500,18,"500_r0.093_0_geom_5.gin",7,180.0951,1505011315047890944
"GBRL",500,8,"500_r0.093_0_geom_5.gin",8,32.9725,1505011495380427776
"GBRL",500,5,"500_r0.093_0_geom_5.gin",9,29.8203,1505011528613060864
"GBRL",500,4,"500_r0.093_0_geom_5.gin",10,23.8893,1505011558686585856
"GBRL",500,10,"500_r0.071_0_geom_3.gin",1,18.8222,1505011582811825152
"GBRL",500,4,"500_r0.071_0_geom_3.gin",2,13.1163,1505011601869108480
"GBRL",500,2,"500_r0.071_0_geom_3.gin",3,3.862,1505011615219232768
"GBRL",500,1,"500_r0.071_0_geom_3.gin",4,3.4326,1505011619546259200
"GBRL",500,1,"500_r0.071_0_geom_3.gin",5,3.2147,1505011623350866688
"GBRL",500,1,"500_r0.071_0_geom_3.gin",6,3.4612,1505011627030150656
"GBRL",500,1,"500_r0.071_0_geom_3.gin",7,2.937,1505011630955847936
"GBRL",500,1,"500_r0.071_0_geom_3.gin",8,3.066,1505011634132977920
"GBRL",500,1,"500_r0.071_0_geom_3.gin",9,2.9476,1505011637595171584
"GBRL",500,1,"500_r0.071_0_geom_3.gin",10,3.0103,1505011641005030144
"GBRL",500,459,"500_r0.093_0_geom_9.gin",1,179.4611,1505011644249477632
"GBRL",500,399,"500_r0.093_0_geom_9.gin",2,179.7863,1505011823956709376
"GBRL",500,11,"500_r0.093_0_geom_9.gin",3,28.328,1505012004010326016
"GBRL",500,6,"500_r0.093_0_geom_9.gin",4,27.9919,1505012032677735424
"GBRL",500,4,"500_r0.093_0_geom_9.gin",5,22.1354,1505012060906336512
"GBRL",500,3,"500_r0.093_0_geom_9.gin",6,14.3244,1.505012083443e+18
"GBRL",500,2,"500_r0.093_0_geom_9.gin",7,5.4571,1505012098034446592
"GBRL",500,1,"500_r0.093_0_geom_9.gin",8,4.2399,1505012103932828160
"GBRL",500,1,"500_r0.093_0_geom_9.gin",9,4.3721,1505012108417813760
"GBRL",500,1,"500_r0.093_0_geom_9.gin",10,3.633,1505012113259433984
"GBRL",500,327,"500_r0.083_0_geom_5.gin",1,179.3473,1505012117295585280
"GBRL",500,200,"500_r0.083_0_geom_5.gin",2,179.2683,1505012296879047936
"GBRL",500,68,"500_r0.083_0_geom_5.gin",3,179.2753,1505012476385550336
"GBRL",500,24,"500_r0.083_0_geom_5.gin",4,179.3494,1505012655901037056
"GBRL",500,7,"500_r0.083_0_geom_5.gin",5,29.0269,1505012835520953088
"GBRL",500,4,"500_r0.083_0_geom_5.gin",6,25.5627,1505012864783847936
"GBRL",500,3,"500_r0.083_0_geom_5.gin",7,15.0719,1505012890603734272
"GBRL",500,2,"500_r0.083_0_geom_5.gin",8,5.5838,1505012905920371712
"GBRL",500,1,"500_r0.083_0_geom_5.gin",9,4.414,1.505012911971e+18
"GBRL",500,1,"500_r0.083_0_geom_5.gin",10,3.5875,1505012916821944320
"GBRL",500,444,"500_r0.093_0_geom_6.gin",1,179.709,1505012920819586560
"GBRL",500,377,"500_r0.093_0_geom_6.gin",2,179.8401,1505013100768444928
"GBRL",500,310,"500_r0.093_0_geom_6.gin",3,180.6551,1505013280849487616
"GBRL",500,12,"500_r0.093_0_geom_6.gin",4,31.5579,1505013461740989952
"GBRL",500,7,"500_r0.093_0_geom_6.gin",5,31.5149,1505013493771197952
"GBRL",500,5,"500_r0.093_0_geom_6.gin",6,26.6431,1505013525581572608
"GBRL",500,4,"500_r0.093_0_geom_6.gin",7,23.0531,1505013552460270592
"GBRL",500,3,"500_r0.093_0_geom_6.gin",8,12.4263,1505013575981341184
"GBRL",500,2,"500_r0.093_0_geom_6.gin",9,5.9993,1505013588874128128
"GBRL",500,1,"500_r0.093_0_geom_6.gin",10,4.9293,1505013595313206528
"GBRL",500,380,"500_r0.083_0_geom_1.gin",1,180.5139,1505013600711243776
"GBRL",500,140,"500_r0.083_0_geom_1.gin",2,179.5028,1505013781467239680
"GBRL",500,20,"500_r0.083_0_geom_1.gin",3,103.6193,1505013961206687232
"GBRL",500,13,"500_r0.083_0_geom_1.gin",4,30.3713,1505014065215506944
"GBRL",500,8,"500_r0.083_0_geom_1.gin",5,29.2086,1505014095823158272
"GBRL",500,4,"500_r0.083_0_geom_1.gin",6,21.5724,1505014125267414784
"GBRL",500,3,"500_r0.083_0_geom_1.gin",7,11.3952,1505014147129447680
"GBRL",500,2,"500_r0.083_0_geom_1.gin",8,5.3935,1505014158759622400
"GBRL",500,1,"500_r0.083_0_geom_1.gin",9,3.922,1505014164387982336
"GBRL",500,1,"500_r0.083_0_geom_1.gin",10,3.892,1505014168640503296
"GBRL",500,434,"500_r0.093_0_geom_4.gin",1,156.0796,1505014172905332992
"GBRL",500,337,"500_r0.093_0_geom_4.gin",2,179.448,1505014329233014272
"GBRL",500,185,"500_r0.093_0_geom_4.gin",3,179.4211,1505014508917627648
"GBRL",500,38,"500_r0.093_0_geom_4.gin",4,179.6164,1505014688575234304
"GBRL",500,25,"500_r0.093_0_geom_4.gin",5,180.2511,1505014868430457088
"GBRL",500,16,"500_r0.093_0_geom_4.gin",6,179.4491,1505015048917201920
"GBRL",500,12,"500_r0.093_0_geom_4.gin",7,38.1751,1505015228628140032
"GBRL",500,3,"500_r0.093_0_geom_4.gin",8,29.152,1505015267040519168
"GBRL",500,2,"500_r0.093_0_geom_4.gin",9,11.2439,1505015296436605696
"GBRL",500,1,"500_r0.093_0_geom_4.gin",10,4.9508,1505015308125569536
"GBRL",500,46,"500_r0.083_0_geom_10.gin",1,25.9478,1505015313542888960
"GBRL",500,26,"500_r0.083_0_geom_10.gin",2,28.1182,1505015339726375680
"GBRL",500,11,"500_r0.083_0_geom_10.gin",3,33.9598,1505015368141186816
"GBRL",500,2,"500_r0.083_0_geom_10.gin",4,13.545,1505015402338401536
"GBRL",500,1,"500_r0.083_0_geom_10.gin",5,3.0192,1505015416174875392
"GBRL",500,1,"500_r0.083_0_geom_10.gin",6,2.9577,1505015419427710976
"GBRL",500,1,"500_r0.083_0_geom_10.gin",7,3.115,1505015422785195008
"GBRL",500,1,"500_r0.083_0_geom_10.gin",8,3.4213,1505015426151283968
"GBRL",500,1,"500_r0.083_0_geom_10.gin",9,3.5141,1505015429807334912
"GBRL",500,1,"500_r0.083_0_geom_10.gin",10,3.6033,1505015433625912320
"GBRL",500,15,"500_r0.071_0_geom_9.gin",1,29.6783,1505015437639950848
"GBRL",500,5,"500_r0.071_0_geom_9.gin",2,15.6614,1505015467655634944
"GBRL",500,3,"500_r0.071_0_geom_9.gin",3,5.1178,1505015483781902080
"GBRL",500,2,"500_r0.071_0_geom_9.gin",4,3.5673,1505015489313138688
"GBRL",500,1,"500_r0.071_0_geom_9.gin",5,3.0684,1505015493274397696
"GBRL",500,1,"500_r0.071_0_geom_9.gin",6,2.9408,1505015496807371776
"GBRL",500,1,"500_r0.071_0_geom_9.gin",7,3.0078,1505015500212483840
"GBRL",500,1,"500_r0.071_0_geom_9.gin",8,3.4191,1505015503569090560
"GBRL",500,1,"500_r0.071_0_geom_9.gin",9,2.9511,1505015507359820032
"GBRL",500,1,"500_r0.071_0_geom_9.gin",10,2.8214,1505015510576368128
"GBRL",500,429,"500_r0.083_0_geom_3.gin",1,99.1641,1505015513633942528
"GBRL",500,331,"500_r0.083_0_geom_3.gin",2,179.5721,1505015613032564224
"GBRL",500,283,"500_r0.083_0_geom_3.gin",3,179.4722,1505015792840533760
"GBRL",500,72,"500_r0.083_0_geom_3.gin",4,179.5279,1505015972569817088
"GBRL",500,65,"500_r0.083_0_geom_3.gin",5,179.2618,1505016152338759424
"GBRL",500,28,"500_r0.083_0_geom_3.gin",6,179.4208,1505016331839792128
"GBRL",500,18,"500_r0.083_0_geom_3.gin",7,179.1773,1505016511546180608
"GBRL",500,13,"500_r0.083_0_geom_3.gin",8,31.9243,1505016690976742400
"GBRL",500,8,"500_r0.083_0_geom_3.gin",9,30.4329,1505016723257310208
"GBRL",500,7,"500_r0.083_0_geom_3.gin",10,27.8806,1505016754155766528
"GBRL",500,11,"500_r0.071_0_geom_10.gin",1,21.3242,1505016782270681600
"GBRL",500,7,"500_r0.071_0_geom_10.gin",2,5.5102,1505016803838294784
"GBRL",500,5,"500_r0.071_0_geom_10.gin",3,4.7463,1505016809594160384
"GBRL",500,4,"500_r0.071_0_geom_10.gin",4,4.3905,1505016814804375808
"GBRL",500,3,"500_r0.071_0_geom_10.gin",5,3.347,1505016819428227584
"GBRL",500,2,"500_r0.071_0_geom_10.gin",6,3.1265,1505016823240097280
"GBRL",500,1,"500_r0.071_0_geom_10.gin",7,2.4114,1505016826831365632
"GBRL",500,1,"500_r0.071_0_geom_10.gin",8,2.3456,1505016829476198656
"GBRL",500,1,"500_r0.071_0_geom_10.gin",9,2.6862,1505016832166543616
"GBRL",500,1,"500_r0.071_0_geom_10.gin",10,2.4255,1505016835317387008
"GBRL",500,3,"500_r0.071_0_geom_8.gin",1,15.9157,1505016838022886144
"GBRL",500,2,"500_r0.071_0_geom_8.gin",2,9.2905,1505016854403282432
"GBRL",500,1,"500_r0.071_0_geom_8.gin",3,3.021,1505016863927570432
"GBRL",500,1,"500_r0.071_0_geom_8.gin",4,3.2327,1505016867412427520
"GBRL",500,1,"500_r0.071_0_geom_8.gin",5,3.3239,1505016871108469248
"GBRL",500,1,"500_r0.071_0_geom_8.gin",6,3.3087,1505016874895844096
"GBRL",500,1,"500_r0.071_0_geom_8.gin",7,3.1193,1505016878668396288
"GBRL",500,1,"500_r0.071_0_geom_8.gin",8,2.845,1505016882147465728
"GBRL",500,1,"500_r0.071_0_geom_8.gin",9,3.2432,1505016885455112704
"GBRL",500,1,"500_r0.071_0_geom_8.gin",10,3.2251,1505016889100446208
"GBRL",500,466,"500_r0.093_0_geom_10.gin",1,127.4571,1505016892760624640
"GBRL",500,386,"500_r0.093_0_geom_10.gin",2,179.5074,1505017020464029952
"GBRL",500,359,"500_r0.093_0_geom_10.gin",3,179.3044,1505017200220069120
"GBRL",500,28,"500_r0.093_0_geom_10.gin",4,179.2918,1.505017379768e+18
"GBRL",500,20,"500_r0.093_0_geom_10.gin",5,182.2609,1505017559300773120
"GBRL",500,8,"500_r0.093_0_geom_10.gin",6,27.7717,1505017741807356416
"GBRL",500,7,"500_r0.093_0_geom_10.gin",7,29.2661,1505017769814456576
"GBRL",500,6,"500_r0.093_0_geom_10.gin",8,27.0706,1505017799315643136
"GBRL",500,5,"500_r0.093_0_geom_10.gin",9,22.119,1505017826804547072
"GBRL",500,4,"500_r0.093_0_geom_10.gin",10,13.4136,1505017849391962112
"GBRL",500,175,"500_r0.071_0_geom_2.gin",1,179.419,1505017863080232704
"GBRL",500,38,"500_r0.071_0_geom_2.gin",2,179.2448,1505018042734755328
"GBRL",500,21,"500_r0.071_0_geom_2.gin",3,33.6639,1505018222220676864
"GBRL",500,10,"500_r0.071_0_geom_2.gin",4,26.5874,1505018256143065088
"GBRL",500,6,"500_r0.071_0_geom_2.gin",5,18.4947,1505018282993416448
"GBRL",500,4,"500_r0.071_0_geom_2.gin",6,9.2796,1505018301951292672
"GBRL",500,3,"500_r0.071_0_geom_2.gin",7,4.8661,1505018311644713984
"GBRL",500,2,"500_r0.071_0_geom_2.gin",8,4.7914,1505018316749975040
"GBRL",500,1,"500_r0.071_0_geom_2.gin",9,4.044,1505018322005767168
"GBRL",500,1,"500_r0.071_0_geom_2.gin",10,3.7489,1505018326513629952
"GBRL",500,331,"500_r0.071_0_geom_7.gin",1,179.4849,1505018330557949184
"GBRL",500,21,"500_r0.071_0_geom_7.gin",2,31.9946,1505018510277139712
"GBRL",500,11,"500_r0.071_0_geom_7.gin",3,27.6997,1505018542579073280
"GBRL",500,6,"500_r0.071_0_geom_7.gin",4,21.2931,1505018570591653376
"GBRL",500,5,"500_r0.071_0_geom_7.gin",5,11.2846,1505018592117902848
"GBRL",500,4,"500_r0.071_0_geom_7.gin",6,6.1077,1505018603693684224
"GBRL",500,3,"500_r0.071_0_geom_7.gin",7,4.4596,1505018610266140672
"GBRL",500,2,"500_r0.071_0_geom_7.gin",8,4.8176,1505018614984780544
"GBRL",500,1,"500_r0.071_0_geom_7.gin",9,3.7802,1505018620140697344
"GBRL",500,1,"500_r0.071_0_geom_7.gin",10,3.3354,1505018624387075328
"GBRL",500,396,"500_r0.093_0_geom_2.gin",1,112.5677,1505018628187516416
"GBRL",500,318,"500_r0.093_0_geom_2.gin",2,179.3622,1505018741054403328
"GBRL",500,282,"500_r0.093_0_geom_2.gin",3,179.3689,1505018920655863296
"GBRL",500,98,"500_r0.093_0_geom_2.gin",4,179.4073,1505019100262086912
"GBRL",500,83,"500_r0.093_0_geom_2.gin",5,179.349,1505019279909615872
"GBRL",500,77,"500_r0.093_0_geom_2.gin",6,179.3309,1505019459565676544
"GBRL",500,51,"500_r0.093_0_geom_2.gin",7,179.3388,1505019639143867904
"GBRL",500,38,"500_r0.093_0_geom_2.gin",8,179.297,1505019818721225728
"GBRL",500,24,"500_r0.093_0_geom_2.gin",9,179.2331,1505019998259528192
"GBRL",500,18,"500_r0.093_0_geom_2.gin",10,44.3788,1505020177731404800
"GBRL",500,440,"500_r0.093_0_geom_8.gin",1,119.4885,1505020222348789760
"GBRL",500,370,"500_r0.093_0_geom_8.gin",2,179.2845,1505020342221080576
"GBRL",500,161,"500_r0.093_0_geom_8.gin",3,179.2611,1505020521805277696
"GBRL",500,107,"500_r0.093_0_geom_8.gin",4,179.3437,1505020701306521088
"GBRL",500,62,"500_r0.093_0_geom_8.gin",5,178.5463,1505020880886376960
"GBRL",500,44,"500_r0.093_0_geom_8.gin",6,179.3322,1505021079227135488
"GBRL",500,31,"500_r0.093_0_geom_8.gin",7,179.4118,1505021258864553984
"GBRL",500,15,"500_r0.093_0_geom_8.gin",8,123.5591,1505021438613744384
"GBRL",500,12,"500_r0.093_0_geom_8.gin",9,33.0103,1505021562408755456
"GBRL",500,9,"500_r0.093_0_geom_8.gin",10,34.7226,1505021595655161600
"GBRL",500,464,"500_r0.093_0_geom_3.gin",1,54.4467,1505021630713123328
"GBRL",500,386,"500_r0.093_0_geom_3.gin",2,179.2881,1505021685402635008
"GBRL",500,367,"500_r0.093_0_geom_3.gin",3,179.2318,1505021864927308032
"GBRL",500,283,"500_r0.093_0_geom_3.gin",4,179.1948,1505022044397587200
"GBRL",500,106,"500_r0.093_0_geom_3.gin",5,179.2709,1505022223829536512
"GBRL",500,71,"500_r0.093_0_geom_3.gin",6,179.5135,1505022403337341440
"GBRL",500,21,"500_r0.093_0_geom_3.gin",7,179.3993,1505022583326179840
"GBRL",500,14,"500_r0.093_0_geom_3.gin",8,180.8887,1505022763023806976
"GBRL",500,11,"500_r0.093_0_geom_3.gin",9,31.327,1505022944148681472
"GBRL",500,9,"500_r0.093_0_geom_3.gin",10,30.6558,1505022975722667520
"GBRL",500,417,"500_r0.083_0_geom_9.gin",1,172.0476,1505023006818705152
"GBRL",500,362,"500_r0.083_0_geom_9.gin",2,179.247,1505023179101191168
"GBRL",500,104,"500_r0.083_0_geom_9.gin",3,179.785,1505023358583540224
"GBRL",500,86,"500_r0.083_0_geom_9.gin",4,179.2214,1505023538604172288
"GBRL",500,27,"500_r0.083_0_geom_9.gin",5,168.8622,1505023718306957824
"GBRL",500,18,"500_r0.083_0_geom_9.gin",6,33.4999,1505023887404038656
"GBRL",500,11,"500_r0.083_0_geom_9.gin",7,31.971,1505023921141365760
"GBRL",500,7,"500_r0.083_0_geom_9.gin",8,27.8103,1505023953547079168
"GBRL",500,6,"500_r0.083_0_geom_9.gin",9,24.9219,1505023981764386560
"GBRL",500,5,"500_r0.083_0_geom_9.gin",10,15.4579,1505024006937946112
"GBRL",500,81,"500_r0.071_0_geom_1.gin",1,180.1048,1505024022651291392
"GBRL",500,24,"500_r0.071_0_geom_1.gin",2,37.3741,1505024203081531648
"GBRL",500,9,"500_r0.071_0_geom_1.gin",3,22.6624,1505024240694970880
"GBRL",500,5,"500_r0.071_0_geom_1.gin",4,14.3955,1505024263591555584
"GBRL",500,4,"500_r0.071_0_geom_1.gin",5,8.3865,1505024278450262016
"GBRL",500,3,"500_r0.071_0_geom_1.gin",6,5.6194,1505024287238380544
"GBRL",500,2,"500_r0.071_0_geom_1.gin",7,4.5813,1505024293262163200
"GBRL",500,1,"500_r0.071_0_geom_1.gin",8,3.6227,1505024298251024640
"GBRL",500,1,"500_r0.071_0_geom_1.gin",9,3.1882,1505024302334920704
"GBRL",500,1,"500_r0.071_0_geom_1.gin",10,3.224,1505024305802080256
"GBRL",500,440,"500_r0.071_0_geom_5.gin",1,179.7522,1505024309291545088
"GBRL",500,15,"500_r0.071_0_geom_5.gin",2,27.9922,1505024489279983872
"GBRL",500,3,"500_r0.071_0_geom_5.gin",3,8.1158,1505024517613129472
"GBRL",500,2,"500_r0.071_0_geom_5.gin",4,4.0422,1505024526024344320
"GBRL",500,1,"500_r0.071_0_geom_5.gin",5,3.4225,1505024530530846720
"GBRL",500,1,"500_r0.071_0_geom_5.gin",6,3.4961,1505024534324263936
"GBRL",500,1,"500_r0.071_0_geom_5.gin",7,3.2068,1505024538283848960
"GBRL",500,1,"500_r0.071_0_geom_5.gin",8,3.55,1505024541918093056
"GBRL",500,1,"500_r0.071_0_geom_5.gin",9,3.3108,1505024545761346816
"GBRL",500,1,"500_r0.071_0_geom_5.gin",10,3.1448,1505024549536075264
"GBRL",500,400,"500_r0.083_0_geom_8.gin",1,173.8773,1505024552927393280
"GBRL",500,296,"500_r0.083_0_geom_8.gin",2,179.9613,1505024727123430144
"GBRL",500,137,"500_r0.083_0_geom_8.gin",3,179.2752,1505024907322180608
"GBRL",500,127,"500_r0.083_0_geom_8.gin",4,180.2604,1505025086834176768
"GBRL",500,10,"500_r0.083_0_geom_8.gin",5,27.5064,1505025267382065920
"GBRL",500,6,"500_r0.083_0_geom_8.gin",6,28.6568,1505025295124862464
"GBRL",500,4,"500_r0.083_0_geom_8.gin",7,24.17,1505025324090663424
"GBRL",500,3,"500_r0.083_0_geom_8.gin",8,13.4515,1505025348727632128
"GBRL",500,2,"500_r0.083_0_geom_8.gin",9,6.1387,1505025362432800512
"GBRL",500,1,"500_r0.083_0_geom_8.gin",10,3.9748,1505025368808273920
"GBRL",500,35,"500_r0.071_0_geom_4.gin",1,89.8497,1505025373017702144
"GBRL",500,26,"500_r0.071_0_geom_4.gin",2,23.5784,1505025463159466496
"GBRL",500,23,"500_r0.071_0_geom_4.gin",3,15.7693,1505025487061008896
"GBRL",500,21,"500_r0.071_0_geom_4.gin",4,9.101,1505025503099620608
"GBRL",500,18,"500_r0.071_0_geom_4.gin",5,7.5409,1505025512667569920
"GBRL",500,15,"500_r0.071_0_geom_4.gin",6,6.5657,1505025520488593920
"GBRL",500,14,"500_r0.071_0_geom_4.gin",7,6.0551,1505025527518921216
"GBRL",500,13,"500_r0.071_0_geom_4.gin",8,6.5228,1505025533807191552
"GBRL",500,12,"500_r0.071_0_geom_4.gin",9,6.035,1505025540731537920
"GBRL",500,11,"500_r0.071_0_geom_4.gin",10,5.4525,1505025547231080448
"GBRL",500,3,"500_r0.083_0_geom_6.gin",1,12.5077,1505025552990114304
"GBRL",500,2,"500_r0.083_0_geom_6.gin",2,5.4974,1505025565732328960
"GBRL",500,1,"500_r0.083_0_geom_6.gin",3,3.064,1505025571695564032
"GBRL",500,1,"500_r0.083_0_geom_6.gin",4,3.498,1505025575225304576
"GBRL",500,1,"500_r0.083_0_geom_6.gin",5,3.4488,1505025579188715520
"GBRL",500,1,"500_r0.083_0_geom_6.gin",6,3.0597,1505025583038595584
"GBRL",500,1,"500_r0.083_0_geom_6.gin",7,3.4758,1505025586564304640
"GBRL",500,1,"500_r0.083_0_geom_6.gin",8,3.5261,1505025590416949760
"GBRL",500,1,"500_r0.083_0_geom_6.gin",9,3.3181,1505025594315726080
"GBRL",500,1,"500_r0.083_0_geom_6.gin",10,3.2396,1505025598099389440
"GBRL",500,422,"500_r0.093_0_geom_7.gin",1,179.7097,1505025601581758720
"GBRL",500,252,"500_r0.093_0_geom_7.gin",2,179.4847,1505025781545271040
"GBRL",500,23,"500_r0.093_0_geom_7.gin",3,63.9739,1505025961391831296
"GBRL",500,6,"500_r0.093_0_geom_7.gin",4,25.184,1505026025603813120
"GBRL",500,5,"500_r0.093_0_geom_7.gin",5,21.7906,1505026051035192576
"GBRL",500,4,"500_r0.093_0_geom_7.gin",6,14.3332,1505026073061957120
"GBRL",500,3,"500_r0.093_0_geom_7.gin",7,8.4374,1505026087630558720
"GBRL",500,2,"500_r0.093_0_geom_7.gin",8,4.412,1505026096303980800
"GBRL",500,1,"500_r0.093_0_geom_7.gin",9,4.5407,1505026101038078464
"GBRL",500,1,"500_r0.093_0_geom_7.gin",10,4.6061,1505026105814698496
"GBRL",500,19,"500_r0.071_0_geom_6.gin",1,43.3561,1505026110887607040
"GBRL",500,7,"500_r0.071_0_geom_6.gin",2,23.865,1505026154496603904
"GBRL",500,2,"500_r0.071_0_geom_6.gin",3,5.0692,1505026178763139328
"GBRL",500,1,"500_r0.071_0_geom_6.gin",4,3.3757,1505026184066577664
"GBRL",500,1,"500_r0.071_0_geom_6.gin",5,3.5083,1505026187905763584
"GBRL",500,1,"500_r0.071_0_geom_6.gin",6,2.9247,1505026191708157440
"GBRL",500,1,"500_r0.071_0_geom_6.gin",7,3.1834,1505026194866432512
"GBRL",500,1,"500_r0.071_0_geom_6.gin",8,3.1608,1505026198513818368
"GBRL",500,1,"500_r0.071_0_geom_6.gin",9,3.272,1505026202138799360
"GBRL",500,1,"500_r0.071_0_geom_6.gin",10,3.0011,1505026205781992960
"GBRL",500,452,"500_r0.093_0_geom_1.gin",1,153.5837,1505026209035170816
"GBRL",500,386,"500_r0.093_0_geom_1.gin",2,179.2728,1505026362863883008
"GBRL",500,238,"500_r0.093_0_geom_1.gin",3,179.3753,1505026542375670528
"GBRL",500,59,"500_r0.093_0_geom_1.gin",4,179.6256,1505026722009798912
"GBRL",500,6,"500_r0.093_0_geom_1.gin",5,29.107,1505026901872978432
"GBRL",500,4,"500_r0.093_0_geom_1.gin",6,26.8918,1505026931218644736
"GBRL",500,3,"500_r0.093_0_geom_1.gin",7,19.6234,1505026958579318272
"GBRL",500,2,"500_r0.093_0_geom_1.gin",8,6.0622,1505026978503139840
"GBRL",500,1,"500_r0.093_0_geom_1.gin",9,4.6928,1505026984807328000
"GBRL",500,1,"500_r0.093_0_geom_1.gin",10,4.5973,1505026989968347392
"GBRL",500,437,"500_r0.083_0_geom_2.gin",1,179.5987,1505026994801544448
"GBRL",500,302,"500_r0.083_0_geom_2.gin",2,179.4809,1505027174639682560
"GBRL",500,12,"500_r0.083_0_geom_2.gin",3,26.8747,1505027354357963008
"GBRL",500,6,"500_r0.083_0_geom_2.gin",4,25.9691,1505027381549340928
"GBRL",500,5,"500_r0.083_0_geom_2.gin",5,15.8767,1505027407955663872
"GBRL",500,4,"500_r0.083_0_geom_2.gin",6,7.2925,1505027424297648128
"GBRL",500,3,"500_r0.083_0_geom_2.gin",7,5.672,1505027431825818368
"GBRL",500,2,"500_r0.083_0_geom_2.gin",8,5.5688,1505027437964005376
"GBRL",500,1,"500_r0.083_0_geom_2.gin",9,3.8681,1505027443772167424
"GBRL",500,1,"500_r0.083_0_geom_2.gin",10,4.3646,1505027448105916416
"GBRL",100,42,"100_r0.195_0_geom_7.gin",1,13.014,1505027452496030976
"GBRL",100,23,"100_r0.195_0_geom_7.gin",2,6.8505,1505027465522936320
"GBRL",100,13,"100_r0.195_0_geom_7.gin",3,3.9556,1505027472392413952
"GBRL",100,10,"100_r0.195_0_geom_7.gin",4,3.4715,1505027476368320000
"GBRL",100,7,"100_r0.195_0_geom_7.gin",5,2.9,1505027479851415808
"GBRL",100,6,"100_r0.195_0_geom_7.gin",6,2.1724,1505027482762589696
"GBRL",100,5,"100_r0.195_0_geom_7.gin",7,1.8967,1505027484945776896
"GBRL",100,4,"100_r0.195_0_geom_7.gin",8,1.9426,1505027486853251328
"GBRL",100,3,"100_r0.195_0_geom_7.gin",9,1.7769,1505027488807099648
"GBRL",100,2,"100_r0.195_0_geom_7.gin",10,1.6658,1505027490596677888
"GBRL",100,49,"100_r0.195_0_geom_3.gin",1,35.791,1505027492273623808
"GBRL",100,2,"100_r0.195_0_geom_3.gin",2,2.6213,1505027528078422784
"GBRL",100,1,"100_r0.195_0_geom_3.gin",3,0.9709,1505027530719009792
"GBRL",100,1,"100_r0.195_0_geom_3.gin",4,0.6251,1.505027531701e+18
"GBRL",100,1,"100_r0.195_0_geom_3.gin",5,0.8728,1505027532337217792
"GBRL",100,1,"100_r0.195_0_geom_3.gin",6,1.0037,1505027533221295360
"GBRL",100,1,"100_r0.195_0_geom_3.gin",7,0.9222,1505027534242104320
"GBRL",100,1,"100_r0.195_0_geom_3.gin",8,0.6126,1505027535175176192
"GBRL",100,1,"100_r0.195_0_geom_3.gin",9,0.6136,1505027535798895616
"GBRL",100,1,"100_r0.195_0_geom_3.gin",10,0.6087,1505027536423467520
"GBRL",100,17,"100_r0.169_0_geom_4.gin",1,9.3035,1505027537043097856
"GBRL",100,11,"100_r0.169_0_geom_4.gin",2,4.0456,1505027546358535424
"GBRL",100,6,"100_r0.169_0_geom_4.gin",3,3.3409,1505027550420039936
"GBRL",100,3,"100_r0.169_0_geom_4.gin",4,1.9545,1505027553781414400
"GBRL",100,2,"100_r0.169_0_geom_4.gin",5,1.3255,1505027555747116032
"GBRL",100,1,"100_r0.169_0_geom_4.gin",6,1.0786,1505027557083800064
"GBRL",100,1,"100_r0.169_0_geom_4.gin",7,1.0279,1505027558181834496
"GBRL",100,1,"100_r0.169_0_geom_4.gin",8,0.6675,1505027559220505856
"GBRL",100,1,"100_r0.169_0_geom_4.gin",9,0.6713,1505027559898713600
"GBRL",100,1,"100_r0.169_0_geom_4.gin",10,0.6767,1505027560580755200
"GBRL",100,71,"100_r0.219_0_geom_8.gin",1,20.8017,1505027561268619264
"GBRL",100,35,"100_r0.219_0_geom_8.gin",2,35.7845,1505027582085285376
"GBRL",100,8,"100_r0.219_0_geom_8.gin",3,3.2082,1505027617882622464
"GBRL",100,7,"100_r0.219_0_geom_8.gin",4,3.5654,1505027621102905344
