"set","n","result","instance","D","runtime","seed"
"GEN-BA",200,178,"200_ep5_degree_social_5.sin",6,50.9646,1512379140672251136
"GEN-BA",200,174,"200_ep5_degree_social_5.sin",7,67.5304,1512379191668165120
"GEN-BA",200,170,"200_ep5_degree_social_5.sin",8,77.8129,1512379259229444096
"GEN-BA",200,166,"200_ep5_degree_social_5.sin",9,72.1706,1512379337072894976
"GEN-BA",200,162,"200_ep5_degree_social_5.sin",10,115.5737,1512379409275490560
"GEN-BA",200,197,"200_ep6_degree_social_0.sin",1,6.8033,1512379524892180992
"GEN-BA",200,194,"200_ep6_degree_social_0.sin",2,7.9656,1512379531743446272
"GEN-BA",200,190,"200_ep6_degree_social_0.sin",3,10.4765,1512379539757263360
"GEN-BA",200,187,"200_ep6_degree_social_0.sin",4,184.1986,1512379550265803520
"GEN-BA",200,183,"200_ep6_degree_social_0.sin",5,155.9781,1512379734499762688
"GEN-BA",200,179,"200_ep6_degree_social_0.sin",6,116.7221,1512379890514545408
"GEN-BA",200,175,"200_ep6_degree_social_0.sin",7,92.8617,1512380007268081152
"GEN-BA",200,171,"200_ep6_degree_social_0.sin",8,109.6105,1512380100161210624
"GEN-BA",200,167,"200_ep6_degree_social_0.sin",9,114.8548,1512380209802722304
"GEN-BA",200,163,"200_ep6_degree_social_0.sin",10,104.4644,1512380324689140992
"GEN-BA",200,197,"200_ep4_degree_social_2.sin",1,6.0524,1512380429197070848
"GEN-BA",200,193,"200_ep4_degree_social_2.sin",2,7.0135,1512380435287584256
"GEN-BA",200,189,"200_ep4_degree_social_2.sin",3,8.6654,1512380442348252416
"GEN-BA",200,185,"200_ep4_degree_social_2.sin",4,16.3373,1512380451052017920
"GEN-BA",200,181,"200_ep4_degree_social_2.sin",5,24.6639,1512380467420491776
"GEN-BA",200,176,"200_ep4_degree_social_2.sin",6,26.827,1512380492115537920
"GEN-BA",200,172,"200_ep4_degree_social_2.sin",7,27.7165,1512380518975175680
"GEN-BA",200,168,"200_ep4_degree_social_2.sin",8,31.8463,1512380546722624256
"GEN-BA",200,163,"200_ep4_degree_social_2.sin",9,24.9895,1512380578600916992
"GEN-BA",200,158,"200_ep4_degree_social_2.sin",10,26.5645,1512380603620858880
"GEN-BA",200,197,"200_ep5_degree_social_0.sin",1,5.7995,1512380630236551936
"GEN-BA",200,194,"200_ep5_degree_social_0.sin",2,6.7423,1512380636083518208
"GEN-BA",200,190,"200_ep5_degree_social_0.sin",3,8.1924,1512380642851159808
"GEN-BA",200,186,"200_ep5_degree_social_0.sin",4,10.1388,1512380651069512192
"GEN-BA",200,182,"200_ep5_degree_social_0.sin",5,11.1985,1512380661257925888
"GEN-BA",200,178,"200_ep5_degree_social_0.sin",6,10.8162,1512380672497717248
"GEN-BA",200,175,"200_ep5_degree_social_0.sin",7,13.1735,1512380683346362112
"GEN-BA",200,171,"200_ep5_degree_social_0.sin",8,12.6903,1512380696546075136
"GEN-BA",200,167,"200_ep5_degree_social_0.sin",9,14.594,1512380709263433472
"GEN-BA",200,163,"200_ep5_degree_social_0.sin",10,14.6292,1512380723883703296
"GEN-BA",200,197,"200_ep6_degree_social_4.sin",1,5.9795,1512380738556459520
"GEN-BA",200,194,"200_ep6_degree_social_4.sin",2,7.1643,1512380744583895040
"GEN-BA",200,190,"200_ep6_degree_social_4.sin",3,14.6587,1512380751773719296
"GEN-BA",200,187,"200_ep6_degree_social_4.sin",4,79.8561,1512380766463747840
"GEN-BA",200,183,"200_ep6_degree_social_4.sin",5,117.9274,1512380846350842880
"GEN-BA",200,179,"200_ep6_degree_social_4.sin",6,140.6354,1512380964308931072
"GEN-BA",200,176,"200_ep6_degree_social_4.sin",7,300.8999,1512381104975276288
"GEN-BA",200,172,"200_ep6_degree_social_4.sin",8,249.1685,1512381405907044096
"GEN-BA",200,168,"200_ep6_degree_social_4.sin",9,300.9477,1512381655106354944
"GEN-BA",200,164,"200_ep6_degree_social_4.sin",10,377.3615,1512381956084960768
"GEN-BA",200,196,"200_ep4_degree_social_9.sin",1,6.0424,1512382333495991296
"GEN-BA",200,192,"200_ep4_degree_social_9.sin",2,6.8564,1512382339562719232
"GEN-BA",200,188,"200_ep4_degree_social_9.sin",3,11.672,1512382346463770624
"GEN-BA",200,184,"200_ep4_degree_social_9.sin",4,26.0917,1512382358161290496
"GEN-BA",200,179,"200_ep4_degree_social_9.sin",5,36.7074,1512382384284373760
"GEN-BA",200,175,"200_ep4_degree_social_9.sin",6,37.1558,1512382421024263168
"GEN-BA",200,170,"200_ep4_degree_social_9.sin",7,39.4047,1512382458227808512
"GEN-BA",200,166,"200_ep4_degree_social_9.sin",8,47.3397,1512382497658045952
"GEN-BA",200,161,"200_ep4_degree_social_9.sin",9,44.841,1512382545034315520
"GEN-BA",200,156,"200_ep4_degree_social_9.sin",10,39.5881,1512382589907978752
"GEN-BA",200,197,"200_ep6_degree_social_5.sin",1,6.6379,1512382629543707392
"GEN-BA",200,194,"200_ep6_degree_social_5.sin",2,7.0337,1512382636206894336
"GEN-BA",200,190,"200_ep6_degree_social_5.sin",3,14.4417,1512382643288245504
"GEN-BA",200,187,"200_ep6_degree_social_5.sin",4,81.2659,1512382657762056704
"GEN-BA",200,183,"200_ep6_degree_social_5.sin",5,110.0719,1512382739059153920
"GEN-BA",200,179,"200_ep6_degree_social_5.sin",6,164.5459,1512382849162519552
"GEN-BA",200,176,"200_ep6_degree_social_5.sin",7,221.7089,1512383013739352576
"GEN-BA",200,172,"200_ep6_degree_social_5.sin",8,386.8645,1512383235480757504
"GEN-BA",200,168,"200_ep6_degree_social_5.sin",9,293.6118,1512383622376016128
"GEN-BA",200,164,"200_ep6_degree_social_5.sin",10,381.6657,1512383916020579584
"GEN-BA",200,196,"200_ep4_degree_social_7.sin",1,5.9065,1512384297729237760
"GEN-BA",200,192,"200_ep4_degree_social_7.sin",2,8.935,1512384303682381312
"GEN-BA",200,187,"200_ep4_degree_social_7.sin",3,15.5559,1512384312649665536
"GEN-BA",200,183,"200_ep4_degree_social_7.sin",4,28.3886,1512384328231854080
"GEN-BA",200,179,"200_ep4_degree_social_7.sin",5,42.0361,1512384356646190336
"GEN-BA",200,174,"200_ep4_degree_social_7.sin",6,35.749,1512384398713374976
"GEN-BA",200,170,"200_ep4_degree_social_7.sin",7,49.4499,1512384434500948224
"GEN-BA",200,165,"200_ep4_degree_social_7.sin",8,56.571,1512384483982142720
"GEN-BA",200,159,"200_ep4_degree_social_7.sin",9,47.7516,1512384540591310336
"GEN-BA",200,154,"200_ep4_degree_social_7.sin",10,42.6521,1512384588374384384
"GEN-BA",200,197,"200_ep5_degree_social_7.sin",1,6.021,1512384631075620864
"GEN-BA",200,194,"200_ep5_degree_social_7.sin",2,6.7064,1512384637121860096
"GEN-BA",200,190,"200_ep5_degree_social_7.sin",3,13.0934,1512384643853545472
"GEN-BA",200,186,"200_ep5_degree_social_7.sin",4,25.836,1512384656981976576
"GEN-BA",200,182,"200_ep5_degree_social_7.sin",5,33.4597,1512384682850265856
"GEN-BA",200,178,"200_ep5_degree_social_7.sin",6,50.2939,1512384716341654272
"GEN-BA",200,174,"200_ep5_degree_social_7.sin",7,50.6354,1512384766667425536
"GEN-BA",200,170,"200_ep5_degree_social_7.sin",8,57.3815,1512384817333591040
"GEN-BA",200,166,"200_ep5_degree_social_7.sin",9,84.6974,1512384874747194624
"GEN-BA",200,162,"200_ep5_degree_social_7.sin",10,92.1557,1512384959475516928
"GEN-BA",200,196,"200_ep4_degree_social_6.sin",1,6.2104,1512385051680537344
"GEN-BA",200,192,"200_ep4_degree_social_6.sin",2,7.9244,1512385057916895744
"GEN-BA",200,187,"200_ep4_degree_social_6.sin",3,15.2665,1512385065879540224
"GEN-BA",200,183,"200_ep4_degree_social_6.sin",4,27.3622,1512385081171544064
"GEN-BA",200,179,"200_ep4_degree_social_6.sin",5,45.7954,1512385108573397504
"GEN-BA",200,174,"200_ep4_degree_social_6.sin",6,43.8598,1512385154398882304
"GEN-BA",200,170,"200_ep4_degree_social_6.sin",7,47.7264,1512385198307106048
"GEN-BA",200,165,"200_ep4_degree_social_6.sin",8,63.8663,1512385246062685952
"GEN-BA",200,159,"200_ep4_degree_social_6.sin",9,48.3298,1512385309961225472
"GEN-BA",200,154,"200_ep4_degree_social_6.sin",10,39.1347,1512385358323230976
"GEN-BA",200,197,"200_ep5_degree_social_8.sin",1,6.1031,1512385397497580288
"GEN-BA",200,194,"200_ep5_degree_social_8.sin",2,6.9472,1512385403625891584
"GEN-BA",200,190,"200_ep5_degree_social_8.sin",3,15.2163,1512385410598531328
"GEN-BA",200,186,"200_ep5_degree_social_8.sin",4,20.8692,1512385425845448448
"GEN-BA",200,182,"200_ep5_degree_social_8.sin",5,44.7171,1512385446745698560
"GEN-BA",200,178,"200_ep5_degree_social_8.sin",6,55.557,1512385491494552832
"GEN-BA",200,174,"200_ep5_degree_social_8.sin",7,72.9862,1512385547083170304
"GEN-BA",200,170,"200_ep5_degree_social_8.sin",8,50.9069,1512385620100521984
"GEN-BA",200,166,"200_ep5_degree_social_8.sin",9,73.3414,1512385671038534656
"GEN-BA",200,162,"200_ep5_degree_social_8.sin",10,133.1705,1512385744410957568
"GEN-BA",200,197,"200_ep6_degree_social_2.sin",1,6.8091,1512385877641121024
"GEN-BA",200,194,"200_ep6_degree_social_2.sin",2,7.8061,1512385884475680000
"GEN-BA",200,190,"200_ep6_degree_social_2.sin",3,14.3952,1512385892330201856
"GEN-BA",200,187,"200_ep6_degree_social_2.sin",4,116.107,1512385906757517568
"GEN-BA",200,183,"200_ep6_degree_social_2.sin",5,93.8928,1512386022895612928
"GEN-BA",200,179,"200_ep6_degree_social_2.sin",6,107.3957,1512386116820450304
"GEN-BA",200,175,"200_ep6_degree_social_2.sin",7,91.2431,1512386224248782336
"GEN-BA",200,171,"200_ep6_degree_social_2.sin",8,119.8259,1512386315523245568
"GEN-BA",200,167,"200_ep6_degree_social_2.sin",9,113.9148,1512386435380950528
"GEN-BA",200,163,"200_ep6_degree_social_2.sin",10,119.009,1512386549326724096
"GEN-BA",200,197,"200_ep4_degree_social_0.sin",1,5.6258,1512386668377474048
"GEN-BA",200,193,"200_ep4_degree_social_0.sin",2,6.3487,1512386674042607616
"GEN-BA",200,189,"200_ep4_degree_social_0.sin",3,11.2686,1512386680416087552
"GEN-BA",200,185,"200_ep4_degree_social_0.sin",4,16.993,1512386691725953024
"GEN-BA",200,181,"200_ep4_degree_social_0.sin",5,24.4247,1512386708750045696
"GEN-BA",200,176,"200_ep4_degree_social_0.sin",6,25.2971,1512386733205276672
"GEN-BA",200,172,"200_ep4_degree_social_0.sin",7,31.0451,1512386758542191616
"GEN-BA",200,168,"200_ep4_degree_social_0.sin",8,32.2048,1512386789619161344
"GEN-BA",200,163,"200_ep4_degree_social_0.sin",9,32.0706,1512386821863150592
"GEN-BA",200,158,"200_ep4_degree_social_0.sin",10,23.7456,1512386853964890880
"GEN-BA",200,197,"200_ep5_degree_social_2.sin",1,5.6198,1512386877758715136
"GEN-BA",200,194,"200_ep5_degree_social_2.sin",2,6.4242,1512386883425912320
"GEN-BA",200,190,"200_ep5_degree_social_2.sin",3,8.8951,1512386889875242240
"GEN-BA",200,186,"200_ep5_degree_social_2.sin",4,10.5656,1512386898809144832
"GEN-BA",200,182,"200_ep5_degree_social_2.sin",5,10.7012,1512386909400812544
"GEN-BA",200,178,"200_ep5_degree_social_2.sin",6,11.9062,1512386920142248704
"GEN-BA",200,175,"200_ep5_degree_social_2.sin",7,13.3851,1512386932089806336
"GEN-BA",200,171,"200_ep5_degree_social_2.sin",8,14.2786,1512386945500749824
"GEN-BA",200,167,"200_ep5_degree_social_2.sin",9,15.4116,1512386959805144576
"GEN-BA",200,163,"200_ep5_degree_social_2.sin",10,16.2265,1512386975243282432
"GEN-BA",200,196,"200_ep4_degree_social_5.sin",1,6.1496,1512386991502617088
"GEN-BA",200,192,"200_ep4_degree_social_5.sin",2,8.5732,1512386997699248384
"GEN-BA",200,187,"200_ep4_degree_social_5.sin",3,14.8249,1512387006310720256
"GEN-BA",200,183,"200_ep4_degree_social_5.sin",4,27.4317,1512387021160073728
"GEN-BA",200,179,"200_ep4_degree_social_5.sin",5,42.8662,1512387048638358272
"GEN-BA",200,174,"200_ep4_degree_social_5.sin",6,33.9217,1512387091535434240
"GEN-BA",200,170,"200_ep4_degree_social_5.sin",7,48.938,1512387125487309568
"GEN-BA",200,165,"200_ep4_degree_social_5.sin",8,55.5953,1512387174456824320
"GEN-BA",200,159,"200_ep4_degree_social_5.sin",9,51.4866,1512387230086118912
"GEN-BA",200,154,"200_ep4_degree_social_5.sin",10,38.1189,1512387281598869248
"GEN-BA",200,197,"200_ep6_degree_social_6.sin",1,6.4361,1512387319766630656
"GEN-BA",200,194,"200_ep6_degree_social_6.sin",2,7.5197,1512387326228010496
"GEN-BA",200,190,"200_ep6_degree_social_6.sin",3,14.4458,1512387333797028864
"GEN-BA",200,187,"200_ep6_degree_social_6.sin",4,96.0369,1512387348274518784
"GEN-BA",200,183,"200_ep6_degree_social_6.sin",5,116.753,1512387444342607616
"GEN-BA",200,179,"200_ep6_degree_social_6.sin",6,180.2872,1512387561121414400
"GEN-BA",200,176,"200_ep6_degree_social_6.sin",7,176.3309,1512387741440028672
"GEN-BA",200,172,"200_ep6_degree_social_6.sin",8,317.9435,1512387917802146048
"GEN-BA",200,168,"200_ep6_degree_social_6.sin",9,388.4293,1512388235779245568
"GEN-BA",200,164,"200_ep6_degree_social_6.sin",10,492.6921,1512388624240014848
"GEN-BA",200,197,"200_ep4_degree_social_1.sin",1,5.9449,1512389116975891712
"GEN-BA",200,193,"200_ep4_degree_social_1.sin",2,6.58,1512389122968073472
"GEN-BA",200,189,"200_ep4_degree_social_1.sin",3,11.205,1512389129573169920
"GEN-BA",200,185,"200_ep4_degree_social_1.sin",4,18.7367,1512389140810636032
"GEN-BA",200,181,"200_ep4_degree_social_1.sin",5,23.0172,1512389159578103040
"GEN-BA",200,176,"200_ep4_degree_social_1.sin",6,28.5968,1512389182620686848
"GEN-BA",200,172,"200_ep4_degree_social_1.sin",7,34.5181,1512389211248740608
"GEN-BA",200,168,"200_ep4_degree_social_1.sin",8,30.3268,1512389245798672640
"GEN-BA",200,163,"200_ep4_degree_social_1.sin",9,31.2504,1512389276158734848
"GEN-BA",200,158,"200_ep4_degree_social_1.sin",10,24.6223,1512389307440807168
"GEN-BA",200,197,"200_ep6_degree_social_3.sin",1,6.5674,1512389332100768512
"GEN-BA",200,194,"200_ep6_degree_social_3.sin",2,7.196,1512389338699445504
"GEN-BA",200,190,"200_ep6_degree_social_3.sin",3,14.416,1512389345920946176
"GEN-BA",200,187,"200_ep6_degree_social_3.sin",4,90.7114,1512389360368045056
"GEN-BA",200,183,"200_ep6_degree_social_3.sin",5,109.6884,1512389451110759936
"GEN-BA",200,179,"200_ep6_degree_social_3.sin",6,154.212,1512389560830225152
"GEN-BA",200,176,"200_ep6_degree_social_3.sin",7,198.63,1512389715073455872
"GEN-BA",200,172,"200_ep6_degree_social_3.sin",8,325.071,1512389913734767616
"GEN-BA",200,168,"200_ep6_degree_social_3.sin",9,331.1704,1512390238836551168
"GEN-BA",200,164,"200_ep6_degree_social_3.sin",10,380.7342,1512390570038127872
"GEN-BA",200,197,"200_ep6_degree_social_1.sin",1,6.2187,1512390950818320896
"GEN-BA",200,194,"200_ep6_degree_social_1.sin",2,7.8488,1512390957084154112
"GEN-BA",200,190,"200_ep6_degree_social_1.sin",3,12.0599,1512390964981451776
"GEN-BA",200,187,"200_ep6_degree_social_1.sin",4,65.781,1512390977090778368
"GEN-BA",200,183,"200_ep6_degree_social_1.sin",5,153.3556,1512391042902987264
"GEN-BA",200,179,"200_ep6_degree_social_1.sin",6,148.0677,1512391196289891840
"GEN-BA",200,175,"200_ep6_degree_social_1.sin",7,90.0708,1512391344389341952
"GEN-BA",200,171,"200_ep6_degree_social_1.sin",8,92.9787,1512391434491278336
"GEN-BA",200,167,"200_ep6_degree_social_1.sin",9,109.8225,1512391527502064128
"GEN-BA",200,163,"200_ep6_degree_social_1.sin",10,127.7138,1512391637355772928
"GEN-BA",200,197,"200_ep6_degree_social_9.sin",1,6.7588,1512391765118318592
"GEN-BA",200,194,"200_ep6_degree_social_9.sin",2,6.783,1512391771925337088
"GEN-BA",200,190,"200_ep6_degree_social_9.sin",3,7.7159,1512391778733572608
"GEN-BA",200,187,"200_ep6_degree_social_9.sin",4,10.8895,1512391786475161856
"GEN-BA",200,183,"200_ep6_degree_social_9.sin",5,11.7979,1512391797390409216
"GEN-BA",200,180,"200_ep6_degree_social_9.sin",6,12.0445,1512391809213941760
"GEN-BA",200,177,"200_ep6_degree_social_9.sin",7,16.7611,1512391821285713920
"GEN-BA",200,173,"200_ep6_degree_social_9.sin",8,14.3898,1512391838073359872
"GEN-BA",200,170,"200_ep6_degree_social_9.sin",9,14.1484,1512391852495630336
"GEN-BA",200,166,"200_ep6_degree_social_9.sin",10,16.1067,1512391866670483712
"GEN-BA",200,196,"200_ep4_degree_social_8.sin",1,6.3294,1512391882815979264
"GEN-BA",200,192,"200_ep4_degree_social_8.sin",2,8.0673,1512391889192373248
"GEN-BA",200,187,"200_ep4_degree_social_8.sin",3,17.7507,1512391897295717120
"GEN-BA",200,183,"200_ep4_degree_social_8.sin",4,31.3096,1512391915071279360
"GEN-BA",200,179,"200_ep4_degree_social_8.sin",5,42.6668,1512391946414112512
"GEN-BA",200,174,"200_ep4_degree_social_8.sin",6,42.2278,1512391989115190272
"GEN-BA",200,170,"200_ep4_degree_social_8.sin",7,45.2346,1512392031373782272
"GEN-BA",200,165,"200_ep4_degree_social_8.sin",8,57.2797,1512392076641804288
"GEN-BA",200,159,"200_ep4_degree_social_8.sin",9,50.323,1512392133952804608
"GEN-BA",200,154,"200_ep4_degree_social_8.sin",10,48.4633,1512392184307209728
"GEN-BA",200,197,"200_ep5_degree_social_1.sin",1,5.54,1512392232813496320
"GEN-BA",200,194,"200_ep5_degree_social_1.sin",2,6.5255,1512392238378388736
"GEN-BA",200,190,"200_ep5_degree_social_1.sin",3,8.0059,1512392244928704000
"GEN-BA",200,186,"200_ep5_degree_social_1.sin",4,10.0496,1512392252960177408
"GEN-BA",200,182,"200_ep5_degree_social_1.sin",5,11.0613,1512392263035614464
"GEN-BA",200,178,"200_ep5_degree_social_1.sin",6,11.3013,1512392274136534272
"GEN-BA",200,175,"200_ep5_degree_social_1.sin",7,13.7077,1512392285471567872
"GEN-BA",200,171,"200_ep5_degree_social_1.sin",8,13.7716,1512392299205395200
"GEN-BA",200,167,"200_ep5_degree_social_1.sin",9,15.2553,1512392313002706176
"GEN-BA",200,163,"200_ep5_degree_social_1.sin",10,15.5299,1512392328284280064
"GEN-BA",200,197,"200_ep6_degree_social_8.sin",1,6.189,1512392343852294912
"GEN-BA",200,194,"200_ep6_degree_social_8.sin",2,7.1146,1512392350067060480
"GEN-BA",200,190,"200_ep6_degree_social_8.sin",3,15.6082,1512392357230750208
"GEN-BA",200,187,"200_ep6_degree_social_8.sin",4,92.0239,1512392372870320128
"GEN-BA",200,183,"200_ep6_degree_social_8.sin",5,89.8075,1512392464925834752
"GEN-BA",200,179,"200_ep6_degree_social_8.sin",6,154.0059,1512392554764414464
"GEN-BA",200,176,"200_ep6_degree_social_8.sin",7,163.7029,1512392708801689856
"GEN-BA",200,172,"200_ep6_degree_social_8.sin",8,347.6643,1512392872540255232
"GEN-BA",200,168,"200_ep6_degree_social_8.sin",9,364.3477,1512393220238132736
"GEN-BA",200,164,"200_ep6_degree_social_8.sin",10,375.5732,1512393584622579712
"GEN-BA",200,196,"200_ep4_degree_social_3.sin",1,6.403,1512393960237651200
"GEN-BA",200,192,"200_ep4_degree_social_3.sin",2,7.9339,1512393966686508032
"GEN-BA",200,187,"200_ep4_degree_social_3.sin",3,15.0989,1512393974647373056
"GEN-BA",200,183,"200_ep4_degree_social_3.sin",4,26.5133,1512393989771627008
"GEN-BA",200,179,"200_ep4_degree_social_3.sin",5,38.3021,1512394016313871360
"GEN-BA",200,174,"200_ep4_degree_social_3.sin",6,37.8461,1512394054659321088
"GEN-BA",200,170,"200_ep4_degree_social_3.sin",7,43.3896,1512394092536731904
"GEN-BA",200,165,"200_ep4_degree_social_3.sin",8,68.2479,1512394135957977088
"GEN-BA",200,159,"200_ep4_degree_social_3.sin",9,55.1009,1512394204238128640
"GEN-BA",200,154,"200_ep4_degree_social_3.sin",10,52.9596,1512394259378045952
"GEN-BA",200,197,"200_ep5_degree_social_3.sin",1,5.4443,1512394312390751744
"GEN-BA",200,194,"200_ep5_degree_social_3.sin",2,6.238,1512394317860754944
"GEN-BA",200,190,"200_ep5_degree_social_3.sin",3,15.4671,1512394324123769344
"GEN-BA",200,186,"200_ep5_degree_social_3.sin",4,21.2245,1512394339615301632
"GEN-BA",200,182,"200_ep5_degree_social_3.sin",5,29.6611,1512394360873611264
"GEN-BA",200,178,"200_ep5_degree_social_3.sin",6,59.2285,1512394390566304768
"GEN-BA",200,174,"200_ep5_degree_social_3.sin",7,65.822,1512394449838950656
"GEN-BA",200,170,"200_ep5_degree_social_3.sin",8,56.1851,1512394515693352192
"GEN-BA",200,166,"200_ep5_degree_social_3.sin",9,70.673,1512394571910843136
"GEN-BA",200,162,"200_ep5_degree_social_3.sin",10,91.9732,1512394642616051712
"GEN-BA",150,147,"150_ep7_degree_social_8.sin",1,5.0141,1512394734624973568
"GEN-BA",150,144,"150_ep7_degree_social_8.sin",2,5.5728,1512394739659158784
"GEN-BA",150,141,"150_ep7_degree_social_8.sin",3,5.8131,1512394745262569984
"GEN-BA",150,138,"150_ep7_degree_social_8.sin",4,5.7958,1512394751092271616
"GEN-BA",150,134,"150_ep7_degree_social_8.sin",5,7.8534,1512394756906596864
"GEN-BA",150,131,"150_ep7_degree_social_8.sin",6,9.3934,1512394764776910336
"GEN-BA",150,128,"150_ep7_degree_social_8.sin",7,11.5947,1512394774187735040
"GEN-BA",150,125,"150_ep7_degree_social_8.sin",8,11.3804,1512394785800305408
"GEN-BA",150,123,"150_ep7_degree_social_8.sin",9,15.9664,1512394797197508096
"GEN-BA",150,120,"150_ep7_degree_social_8.sin",10,16.5349,1512394813181385728
"GEN-BA",150,147,"150_ep5_degree_social_2.sin",1,4.0461,1512394829743316224
"GEN-BA",150,143,"150_ep5_degree_social_2.sin",2,4.8905,1512394833819025152
"GEN-BA",150,140,"150_ep5_degree_social_2.sin",3,16.8111,1512394838726814208
"GEN-BA",150,136,"150_ep5_degree_social_2.sin",4,15.81,1512394855557989888
"GEN-BA",150,132,"150_ep5_degree_social_2.sin",5,23.5232,1512394871387793920
"GEN-BA",150,128,"150_ep5_degree_social_2.sin",6,33.6975,1512394894930327296
"GEN-BA",150,124,"150_ep5_degree_social_2.sin",7,44.0329,1512394928648798208
"GEN-BA",150,120,"150_ep5_degree_social_2.sin",8,49.632,1512394972701128448
"GEN-BA",150,116,"150_ep5_degree_social_2.sin",9,37.6081,1512395022353221888
"GEN-BA",150,112,"150_ep5_degree_social_2.sin",10,35.3912,1512395059977918464
"GEN-BA",150,147,"150_ep5_degree_social_7.sin",1,4.4597,1512395095400542720
"GEN-BA",150,143,"150_ep5_degree_social_7.sin",2,5.6746,1512395099889872896
"GEN-BA",150,140,"150_ep5_degree_social_7.sin",3,6.6551,1512395105591047680
"GEN-BA",150,136,"150_ep5_degree_social_7.sin",4,7.6442,1512395112262783232
"GEN-BA",150,132,"150_ep5_degree_social_7.sin",5,11.8116,1512395119930129664
"GEN-BA",150,128,"150_ep5_degree_social_7.sin",6,11.9302,1512395131758254848
"GEN-BA",150,123,"150_ep5_degree_social_7.sin",7,14.55,1512395143718963456
"GEN-BA",150,119,"150_ep5_degree_social_7.sin",8,11.0787,1512395158285428224
"GEN-BA",150,115,"150_ep5_degree_social_7.sin",9,12.3068,1512395169380519936
"GEN-BA",150,111,"150_ep5_degree_social_7.sin",10,10.9042,1512395181703723776
"GEN-BA",150,147,"150_ep7_degree_social_3.sin",1,4.9571,1512395192625128448
"GEN-BA",150,145,"150_ep7_degree_social_3.sin",2,5.2969,1512395197612820992
"GEN-BA",150,142,"150_ep7_degree_social_3.sin",3,5.7373,1512395202926304256
"GEN-BA",150,139,"150_ep7_degree_social_3.sin",4,6.3219,1512395208691994368
"GEN-BA",150,136,"150_ep7_degree_social_3.sin",5,7.0759,1512395215034199040
"GEN-BA",150,134,"150_ep7_degree_social_3.sin",6,8.0324,1512395222127152128
"GEN-BA",150,131,"150_ep7_degree_social_3.sin",7,8.6682,1512395230176758016
"GEN-BA",150,128,"150_ep7_degree_social_3.sin",8,9.5292,1512395238876969472
"GEN-BA",150,125,"150_ep7_degree_social_3.sin",9,10.7952,1512395248423390208
"GEN-BA",150,122,"150_ep7_degree_social_3.sin",10,10.2735,1512395259235326976
"GEN-BA",150,147,"150_ep4_degree_social_2.sin",1,3.9511,1512395269535980288
"GEN-BA",150,143,"150_ep4_degree_social_2.sin",2,5.3337,1512395273510443008
"GEN-BA",150,139,"150_ep4_degree_social_2.sin",3,9.3056,1512395278860037120
"GEN-BA",150,135,"150_ep4_degree_social_2.sin",4,15.0885,1512395288181761536
"GEN-BA",150,130,"150_ep4_degree_social_2.sin",5,19.7125,1512395303289921280
"GEN-BA",150,126,"150_ep4_degree_social_2.sin",6,18.8729,1512395323018804736
"GEN-BA",150,121,"150_ep4_degree_social_2.sin",7,19.1229,1512395341910830848
"GEN-BA",150,115,"150_ep4_degree_social_2.sin",8,15.3474,1512395361050372608
"GEN-BA",150,110,"150_ep4_degree_social_2.sin",9,18.7619,1512395376414112000
"GEN-BA",150,103,"150_ep4_degree_social_2.sin",10,17.1292,1512395395193014784
"GEN-BA",150,147,"150_ep4_degree_social_5.sin",1,4.182,1512395412351311104
"GEN-BA",150,143,"150_ep4_degree_social_5.sin",2,4.4523,1512395416561664256
"GEN-BA",150,139,"150_ep4_degree_social_5.sin",3,7.9012,1512395421030042112
"GEN-BA",150,134,"150_ep4_degree_social_5.sin",4,9.7824,1512395428946840832
"GEN-BA",150,131,"150_ep4_degree_social_5.sin",5,19.6915,1512395438745016576
"GEN-BA",150,126,"150_ep4_degree_social_5.sin",6,18.2877,1512395458456506624
"GEN-BA",150,122,"150_ep4_degree_social_5.sin",7,16.9717,1512395476763559936
"GEN-BA",150,117,"150_ep4_degree_social_5.sin",8,14.4575,1512395493751164928
"GEN-BA",150,112,"150_ep4_degree_social_5.sin",9,16.7796,1512395508225342464
"GEN-BA",150,106,"150_ep4_degree_social_5.sin",10,16.4039,1512395525021876992
"GEN-BA",150,147,"150_ep5_degree_social_5.sin",1,4.5912,1512395541442520576
"GEN-BA",150,143,"150_ep5_degree_social_5.sin",2,4.8152,1512395546057855744
"GEN-BA",150,140,"150_ep5_degree_social_5.sin",3,7.6196,1512395550902551296
"GEN-BA",150,136,"150_ep5_degree_social_5.sin",4,12.8614,1512395558538390528
"GEN-BA",150,132,"150_ep5_degree_social_5.sin",5,16.9667,1512395571419011328
"GEN-BA",150,128,"150_ep5_degree_social_5.sin",6,19.9542,1.512395588407e+18
"GEN-BA",150,125,"150_ep5_degree_social_5.sin",7,16.8517,1.512395608381e+18
"GEN-BA",150,121,"150_ep5_degree_social_5.sin",8,16.4795,1512395625248915712
"GEN-BA",150,116,"150_ep5_degree_social_5.sin",9,14.4533,1512395641748150784
"GEN-BA",150,112,"150_ep5_degree_social_5.sin",10,15.0795,1512395656231831552
"GEN-BA",150,147,"150_ep5_degree_social_3.sin",1,4.0572,1512395671328588032
"GEN-BA",150,143,"150_ep5_degree_social_3.sin",2,5.3183,1512395675401721856
"GEN-BA",150,140,"150_ep5_degree_social_3.sin",3,11.0351,1512395680741856256
