"set","n","result","instance","D","runtime","seed"
"GEN-ER",100,4,"100_ep0.075_degree_erdos_3.in",10,6.3119,1512273408529730560
"GEN-ER",100,97,"100_ep0.125_degree_erdos_9.in",1,3.2321,1512273414868015360
"GEN-ER",100,93,"100_ep0.125_degree_erdos_9.in",2,3.7163,1512273418111543040
"GEN-ER",100,90,"100_ep0.125_degree_erdos_9.in",3,8.157,1512273421848324864
"GEN-ER",100,86,"100_ep0.125_degree_erdos_9.in",4,13.8383,1512273430022649856
"GEN-ER",100,83,"100_ep0.125_degree_erdos_9.in",5,24.9997,1512273443874981120
"GEN-ER",100,79,"100_ep0.125_degree_erdos_9.in",6,30.5984,1512273468890450944
"GEN-ER",100,76,"100_ep0.125_degree_erdos_9.in",7,238.8894,1512273499504175104
"GEN-ER",100,72,"100_ep0.125_degree_erdos_9.in",8,217.1379,1512273738407168512
"GEN-ER",100,68,"100_ep0.125_degree_erdos_9.in",9,261.116,1512273955558974720
"GEN-ER",100,64,"100_ep0.125_degree_erdos_9.in",10,297.4497,1512274216688902912
"GEN-ER",100,97,"100_ep0.125_degree_erdos_6.in",1,3.1506,1512274514169397248
"GEN-ER",100,93,"100_ep0.125_degree_erdos_6.in",2,3.9086,1512274517331613184
"GEN-ER",100,90,"100_ep0.125_degree_erdos_6.in",3,4.2941,1512274521257704192
"GEN-ER",100,86,"100_ep0.125_degree_erdos_6.in",4,9.2717,1512274525563790336
"GEN-ER",100,83,"100_ep0.125_degree_erdos_6.in",5,15.3443,1512274534849889024
"GEN-ER",100,79,"100_ep0.125_degree_erdos_6.in",6,24.5966,1512274550208393728
"GEN-ER",100,76,"100_ep0.125_degree_erdos_6.in",7,39.09,1512274574818604032
"GEN-ER",100,72,"100_ep0.125_degree_erdos_6.in",8,31.8583,1512274613922911744
"GEN-ER",100,68,"100_ep0.125_degree_erdos_6.in",9,47.5006,1512274645795416064
"GEN-ER",100,64,"100_ep0.125_degree_erdos_6.in",10,95.171,1512274693310438400
"GEN-ER",100,97,"100_ep0.1_degree_erdos_5.in",1,2.8074,1512274788508218624
"GEN-ER",100,93,"100_ep0.1_degree_erdos_5.in",2,3.9191,1512274791326478592
"GEN-ER",100,89,"100_ep0.1_degree_erdos_5.in",3,11.2803,1512274795266469120
"GEN-ER",100,86,"100_ep0.1_degree_erdos_5.in",4,28.796,1512274806560628480
"GEN-ER",100,82,"100_ep0.1_degree_erdos_5.in",5,33.6345,1512274835370761216
"GEN-ER",100,77,"100_ep0.1_degree_erdos_5.in",6,41.308,1512274869018748672
"GEN-ER",100,73,"100_ep0.1_degree_erdos_5.in",7,50.2053,1512274910340818432
"GEN-ER",100,68,"100_ep0.1_degree_erdos_5.in",8,51.0396,1512274960560619264
"GEN-ER",100,62,"100_ep0.1_degree_erdos_5.in",9,57.4434,1512275011613657088
"GEN-ER",100,55,"100_ep0.1_degree_erdos_5.in",10,47.0122,1512275069070592768
"GEN-ER",100,96,"100_ep0.075_degree_erdos_7.in",1,3.3726,1512275116115449088
"GEN-ER",100,92,"100_ep0.075_degree_erdos_7.in",2,9.1454,1512275119507929088
"GEN-ER",100,87,"100_ep0.075_degree_erdos_7.in",3,15.2963,1512275128664677888
"GEN-ER",100,81,"100_ep0.075_degree_erdos_7.in",4,16.4458,1512275143972984832
"GEN-ER",100,76,"100_ep0.075_degree_erdos_7.in",5,23.5923,1512275160430464000
"GEN-ER",100,71,"100_ep0.075_degree_erdos_7.in",6,40.9729,1512275184036593664
"GEN-ER",100,64,"100_ep0.075_degree_erdos_7.in",7,50.5636,1512275225022743040
"GEN-ER",100,56,"100_ep0.075_degree_erdos_7.in",8,99.2775,1512275275599937024
"GEN-ER",100,43,"100_ep0.075_degree_erdos_7.in",9,81.6892,1512275374892211200
"GEN-ER",100,19,"100_ep0.075_degree_erdos_7.in",10,36.5334,1512275456601848064
"GEN-ER",100,97,"100_ep0.125_degree_erdos_8.in",1,3.0276,1512275493159448576
"GEN-ER",100,94,"100_ep0.125_degree_erdos_8.in",2,4.0115,1512275496204963840
"GEN-ER",100,90,"100_ep0.125_degree_erdos_8.in",3,5.2717,1512275500233329920
"GEN-ER",100,87,"100_ep0.125_degree_erdos_8.in",4,13.7786,1512275505516822528
"GEN-ER",100,84,"100_ep0.125_degree_erdos_8.in",5,92.2234,1512275519309465088
"GEN-ER",100,80,"100_ep0.125_degree_erdos_8.in",6,117.4739,1512275611546588928
"GEN-ER",100,77,"100_ep0.125_degree_erdos_8.in",7,245.7968,1512275729032469760
"GEN-ER",100,73,"100_ep0.125_degree_erdos_8.in",8,264.866,1512275974843955712
"GEN-ER",100,70,"100_ep0.125_degree_erdos_8.in",9,563.0777,1512276239723799808
"GEN-ER",100,66,"100_ep0.125_degree_erdos_8.in",10,600.0735,1512276802816696064
"GEN-ER",100,97,"100_ep0.125_degree_erdos_10.in",1,3.4712,1512277402919281920
"GEN-ER",100,94,"100_ep0.125_degree_erdos_10.in",2,3.9871,1512277406411152128
"GEN-ER",100,90,"100_ep0.125_degree_erdos_10.in",3,10.2177,1512277410418840064
"GEN-ER",100,87,"100_ep0.125_degree_erdos_10.in",4,33.4445,1512277420653298176
"GEN-ER",100,83,"100_ep0.125_degree_erdos_10.in",5,48.0204,1512277454112366848
"GEN-ER",100,80,"100_ep0.125_degree_erdos_10.in",6,225.2916,1512277502146665728
"GEN-ER",100,76,"100_ep0.125_degree_erdos_10.in",7,341.3196,1512277727451952128
"GEN-ER",100,72,"100_ep0.125_degree_erdos_10.in",8,457.2487,1512278068785643776
"GEN-ER",100,68,"100_ep0.125_degree_erdos_10.in",9,600.0647,1512278526050061312
"GEN-ER",100,64,"100_ep0.125_degree_erdos_10.in",10,600.0629,1512279126126578432
"GEN-ER",100,96,"100_ep0.1_degree_erdos_4.in",1,2.9648,1512279726209804288
"GEN-ER",100,93,"100_ep0.1_degree_erdos_4.in",2,6.6039,1512279729195084544
"GEN-ER",100,89,"100_ep0.1_degree_erdos_4.in",3,15.058,1512279735812681216
"GEN-ER",100,85,"100_ep0.1_degree_erdos_4.in",4,20.6436,1512279750884681472
"GEN-ER",100,80,"100_ep0.1_degree_erdos_4.in",5,44.5322,1512279771542542848
"GEN-ER",100,75,"100_ep0.1_degree_erdos_4.in",6,43.7539,1512279816090696448
"GEN-ER",100,69,"100_ep0.1_degree_erdos_4.in",7,45.9185,1512279859858408192
"GEN-ER",100,63,"100_ep0.1_degree_erdos_4.in",8,70.5693,1512279905798253568
"GEN-ER",100,57,"100_ep0.1_degree_erdos_4.in",9,422.253,1512279976381604096
"GEN-ER",100,48,"100_ep0.1_degree_erdos_4.in",10,600.0625,1512280398648500224
"GEN-ER",100,94,"100_ep0.075_degree_erdos_5.in",1,2.9104,1512280998739784192
"GEN-ER",100,89,"100_ep0.075_degree_erdos_5.in",2,6.8832,1512281001661182464
"GEN-ER",100,84,"100_ep0.075_degree_erdos_5.in",3,14.5099,1512281008555595264
"GEN-ER",100,78,"100_ep0.075_degree_erdos_5.in",4,16.7182,1512281023076673280
"GEN-ER",100,73,"100_ep0.075_degree_erdos_5.in",5,34.9214,1512281039808047360
"GEN-ER",100,67,"100_ep0.075_degree_erdos_5.in",6,39.9633,1512281074743370752
"GEN-ER",100,60,"100_ep0.075_degree_erdos_5.in",7,257.6595,1512281114720023808
"GEN-ER",100,50,"100_ep0.075_degree_erdos_5.in",8,310.0829,1512281372393294848
"GEN-ER",100,26,"100_ep0.075_degree_erdos_5.in",9,65.1182,1512281682490222336
"GEN-ER",100,6,"100_ep0.075_degree_erdos_5.in",10,7.3466,1512281747622224384
"GEN-ER",100,97,"100_ep0.125_degree_erdos_5.in",1,3.4428,1512281755003389952
"GEN-ER",100,94,"100_ep0.125_degree_erdos_5.in",2,4.1127,1512281758467444736
"GEN-ER",100,90,"100_ep0.125_degree_erdos_5.in",3,6.0335,1512281762597231872
"GEN-ER",100,87,"100_ep0.125_degree_erdos_5.in",4,18.0818,1512281768645147392
"GEN-ER",100,84,"100_ep0.125_degree_erdos_5.in",5,40.2264,1512281786741643520
"GEN-ER",100,80,"100_ep0.125_degree_erdos_5.in",6,45.5273,1512281826981781504
"GEN-ER",100,77,"100_ep0.125_degree_erdos_5.in",7,179.2135,1512281872523126272
"GEN-ER",100,73,"100_ep0.125_degree_erdos_5.in",8,256.9203,1512282051750636544
"GEN-ER",100,69,"100_ep0.125_degree_erdos_5.in",9,339.8393,1512282308685176576
"GEN-ER",100,65,"100_ep0.125_degree_erdos_5.in",10,449.2934,1512282648538484736
"GEN-ER",100,96,"100_ep0.125_degree_erdos_7.in",1,3.5166,1512283097859137536
"GEN-ER",100,93,"100_ep0.125_degree_erdos_7.in",2,4.1482,1512283101396609536
"GEN-ER",100,89,"100_ep0.125_degree_erdos_7.in",3,6.9434,1512283105562898944
"GEN-ER",100,86,"100_ep0.125_degree_erdos_7.in",4,16.8079,1512283112518024960
"GEN-ER",100,82,"100_ep0.125_degree_erdos_7.in",5,23.8138,1512283129340305408
"GEN-ER",100,78,"100_ep0.125_degree_erdos_7.in",6,35.6668,1512283153165779712
"GEN-ER",100,75,"100_ep0.125_degree_erdos_7.in",7,154.9356,1512283188848283136
"GEN-ER",100,70,"100_ep0.125_degree_erdos_7.in",8,57.7553,1512283343797572096
"GEN-ER",100,66,"100_ep0.125_degree_erdos_7.in",9,224.1281,1512283401566649600
"GEN-ER",100,62,"100_ep0.125_degree_erdos_7.in",10,250.194,1512283625708673536
"GEN-ER",100,97,"100_ep0.1_degree_erdos_8.in",1,2.9459,1512283875937906688
"GEN-ER",100,93,"100_ep0.1_degree_erdos_8.in",2,4.171,1512283878894892032
"GEN-ER",100,89,"100_ep0.1_degree_erdos_8.in",3,8.7035,1512283883086162688
"GEN-ER",100,86,"100_ep0.1_degree_erdos_8.in",4,20.4682,1512283891810719232
"GEN-ER",100,82,"100_ep0.1_degree_erdos_8.in",5,24.2096,1512283912294968832
"GEN-ER",100,78,"100_ep0.1_degree_erdos_8.in",6,40.3816,1512283936518159872
"GEN-ER",100,74,"100_ep0.1_degree_erdos_8.in",7,38.0352,1512283976913629952
"GEN-ER",100,70,"100_ep0.1_degree_erdos_8.in",8,114.1973,1512284014962662912
"GEN-ER",100,66,"100_ep0.1_degree_erdos_8.in",9,188.8862,1512284129174279680
"GEN-ER",100,61,"100_ep0.1_degree_erdos_8.in",10,196.3546,1512284318074744576
"GEN-ER",100,96,"100_ep0.1_degree_erdos_6.in",1,3.3173,1512284514452151552
"GEN-ER",100,92,"100_ep0.1_degree_erdos_6.in",2,4.4303,1512284517780622848
"GEN-ER",100,88,"100_ep0.1_degree_erdos_6.in",3,11.17,1512284522231613184
"GEN-ER",100,84,"100_ep0.1_degree_erdos_6.in",4,18.6894,1512284533413006336
"GEN-ER",100,80,"100_ep0.1_degree_erdos_6.in",5,24.9402,1512284552116102144
"GEN-ER",100,76,"100_ep0.1_degree_erdos_6.in",6,38.6985,1512284577070461184
"GEN-ER",100,72,"100_ep0.1_degree_erdos_6.in",7,67.324,1512284615782633984
"GEN-ER",100,67,"100_ep0.1_degree_erdos_6.in",8,211.0211,1512284683120371200
"GEN-ER",100,61,"100_ep0.1_degree_erdos_6.in",9,232.6291,1512284894155145216
"GEN-ER",100,53,"100_ep0.1_degree_erdos_6.in",10,82.8919,1512285126798767104
"GEN-ER",100,97,"100_ep0.125_degree_erdos_2.in",1,3.341,1512285209716889088
"GEN-ER",100,94,"100_ep0.125_degree_erdos_2.in",2,3.3573,1512285213078582528
"GEN-ER",100,90,"100_ep0.125_degree_erdos_2.in",3,5.4855,1512285216447244800
"GEN-ER",100,87,"100_ep0.125_degree_erdos_2.in",4,17.1083,1512285221953815296
"GEN-ER",100,83,"100_ep0.125_degree_erdos_2.in",5,37.9248,1512285239076472576
"GEN-ER",100,80,"100_ep0.125_degree_erdos_2.in",6,44.0735,1512285277015581952
"GEN-ER",100,76,"100_ep0.125_degree_erdos_2.in",7,133.0039,1512285321103640064
"GEN-ER",100,73,"100_ep0.125_degree_erdos_2.in",8,296.8569,1512285454121595136
"GEN-ER",100,69,"100_ep0.125_degree_erdos_2.in",9,287.2202,1512285750992722944
"GEN-ER",100,65,"100_ep0.125_degree_erdos_2.in",10,309.9794,1512286038226988288
"GEN-ER",100,96,"100_ep0.075_degree_erdos_8.in",1,2.8934,1512286348233905152
"GEN-ER",100,91,"100_ep0.075_degree_erdos_8.in",2,4.9258,1512286351147179520
"GEN-ER",100,87,"100_ep0.075_degree_erdos_8.in",3,14.5754,1512286356084305408
"GEN-ER",100,81,"100_ep0.075_degree_erdos_8.in",4,16.5962,1512286370673396736
"GEN-ER",100,76,"100_ep0.075_degree_erdos_8.in",5,19.2048,1512286387281303040
"GEN-ER",100,70,"100_ep0.075_degree_erdos_8.in",6,26.664,1512286406502900736
"GEN-ER",100,63,"100_ep0.075_degree_erdos_8.in",7,35.0393,1512286433180466688
"GEN-ER",100,56,"100_ep0.075_degree_erdos_8.in",8,52.1207,1512286468233894656
"GEN-ER",100,46,"100_ep0.075_degree_erdos_8.in",9,57.2903,1512286520368559104
"GEN-ER",100,24,"100_ep0.075_degree_erdos_8.in",10,17.4611,1512286577672488192
"GEN-ER",100,96,"100_ep0.1_degree_erdos_10.in",1,3.6444,1512286595172560640
"GEN-ER",100,92,"100_ep0.1_degree_erdos_10.in",2,4.9239,1512286598833544704
"GEN-ER",100,89,"100_ep0.1_degree_erdos_10.in",3,11.8332,1512286603773270272
"GEN-ER",100,85,"100_ep0.1_degree_erdos_10.in",4,19.9955,1512286615621697280
"GEN-ER",100,80,"100_ep0.1_degree_erdos_10.in",5,22.8932,1512286635631108096
"GEN-ER",100,76,"100_ep0.1_degree_erdos_10.in",6,33.3526,1512286658538114304
"GEN-ER",100,72,"100_ep0.1_degree_erdos_10.in",7,60.3274,1512286691904869632
"GEN-ER",100,67,"100_ep0.1_degree_erdos_10.in",8,64.9319,1512286752246215680
"GEN-ER",100,62,"100_ep0.1_degree_erdos_10.in",9,158.9335,1512286817192152064
"GEN-ER",100,55,"100_ep0.1_degree_erdos_10.in",10,101.0122,1512286976140039680
"GEN-ER",100,97,"100_ep0.125_degree_erdos_3.in",1,3.3078,1512287077178271744
"GEN-ER",100,93,"100_ep0.125_degree_erdos_3.in",2,4.0285,1512287080506807296
"GEN-ER",100,89,"100_ep0.125_degree_erdos_3.in",3,5.7322,1512287084552352768
"GEN-ER",100,85,"100_ep0.125_degree_erdos_3.in",4,10.2632,1512287090299371520
"GEN-ER",100,82,"100_ep0.125_degree_erdos_3.in",5,19.8419,1512287100574492160
"GEN-ER",100,78,"100_ep0.125_degree_erdos_3.in",6,29.8504,1512287120431181568
"GEN-ER",100,75,"100_ep0.125_degree_erdos_3.in",7,191.1901,1512287150295306240
"GEN-ER",100,71,"100_ep0.125_degree_erdos_3.in",8,208.5519,1512287341499187200
"GEN-ER",100,67,"100_ep0.125_degree_erdos_3.in",9,275.8471,1512287550066347008
"GEN-ER",100,63,"100_ep0.125_degree_erdos_3.in",10,285.0284,1512287825927634944
"GEN-ER",100,94,"100_ep0.075_degree_erdos_10.in",1,3.1469,1512288110977988096
"GEN-ER",100,88,"100_ep0.075_degree_erdos_10.in",2,7.7093,1512288114136865280
"GEN-ER",100,83,"100_ep0.075_degree_erdos_10.in",3,14.5367,1512288121857264384
"GEN-ER",100,77,"100_ep0.075_degree_erdos_10.in",4,15.8463,1512288136408899072
"GEN-ER",100,71,"100_ep0.075_degree_erdos_10.in",5,27.0962,1512288152266538752
"GEN-ER",100,65,"100_ep0.075_degree_erdos_10.in",6,36.1888,1512288179376201728
"GEN-ER",100,56,"100_ep0.075_degree_erdos_10.in",7,46.3727,1512288215578575616
"GEN-ER",100,46,"100_ep0.075_degree_erdos_10.in",8,150.3683,1512288261964606976
"GEN-ER",100,13,"100_ep0.075_degree_erdos_10.in",9,29.2321,1512288412346872320
"GEN-ER",100,4,"100_ep0.075_degree_erdos_10.in",10,6.4102,1512288441591914752
"GEN-ER",100,97,"100_ep0.1_degree_erdos_1.in",1,3.4042,1512288448034317824
"GEN-ER",100,92,"100_ep0.1_degree_erdos_1.in",2,4.7417,1512288451457294080
"GEN-ER",100,88,"100_ep0.1_degree_erdos_1.in",3,7.7246,1512288456215968256
"GEN-ER",100,84,"100_ep0.1_degree_erdos_1.in",4,15.2294,1512288463954112256
"GEN-ER",100,80,"100_ep0.1_degree_erdos_1.in",5,21.6449,1512288479197522176
"GEN-ER",100,76,"100_ep0.1_degree_erdos_1.in",6,24.155,1.512288500857e+18
"GEN-ER",100,70,"100_ep0.1_degree_erdos_1.in",7,26.5272,1512288525025871872
"GEN-ER",100,63,"100_ep0.1_degree_erdos_1.in",8,37.9863,1512288551566919680
"GEN-ER",100,57,"100_ep0.1_degree_erdos_1.in",9,45.115,1512288589566681344
"GEN-ER",100,49,"100_ep0.1_degree_erdos_1.in",10,66.0705,1512288634696841472
"GEN-ER",100,95,"100_ep0.075_degree_erdos_4.in",1,3.4167,1512288700798779904
"GEN-ER",100,90,"100_ep0.075_degree_erdos_4.in",2,11.8597,1512288704235885824
"GEN-ER",100,85,"100_ep0.075_degree_erdos_4.in",3,21.4601,1512288716109181952
"GEN-ER",100,79,"100_ep0.075_degree_erdos_4.in",4,24.6286,1512288737583287552
"GEN-ER",100,74,"100_ep0.075_degree_erdos_4.in",5,66.8488,1512288762223415808
"GEN-ER",100,68,"100_ep0.075_degree_erdos_4.in",6,234.0023,1512288829085702656
"GEN-ER",100,59,"100_ep0.075_degree_erdos_4.in",7,405.4154,1512289063101321216
"GEN-ER",100,44,"100_ep0.075_degree_erdos_4.in",8,146.059,1512289468530171392
"GEN-ER",100,15,"100_ep0.075_degree_erdos_4.in",9,19.5168,1512289614603637760
"GEN-ER",100,7,"100_ep0.075_degree_erdos_4.in",10,7.9781,1512289634132043008
"GEN-ER",100,95,"100_ep0.075_degree_erdos_2.in",1,3.0852,1512289642145430016
"GEN-ER",100,91,"100_ep0.075_degree_erdos_2.in",2,5.0553,1512289645246755328
"GEN-ER",100,86,"100_ep0.075_degree_erdos_2.in",3,10.4786,1512289650313048320
"GEN-ER",100,82,"100_ep0.075_degree_erdos_2.in",4,11.9002,1512289660802515712
"GEN-ER",100,76,"100_ep0.075_degree_erdos_2.in",5,15.7751,1512289672713750272
"GEN-ER",100,70,"100_ep0.075_degree_erdos_2.in",6,19.7226,1512289688500108288
"GEN-ER",100,63,"100_ep0.075_degree_erdos_2.in",7,22.4376,1512289708244412672
"GEN-ER",100,55,"100_ep0.075_degree_erdos_2.in",8,32.8216,1512289730702596352
"GEN-ER",100,46,"100_ep0.075_degree_erdos_2.in",9,38.7689,1512289763535848960
"GEN-ER",100,34,"100_ep0.075_degree_erdos_2.in",10,28.336,1512289802322102784
"GEN-ER",100,97,"100_ep0.1_degree_erdos_9.in",1,2.9701,1512289830675515648
"GEN-ER",100,93,"100_ep0.1_degree_erdos_9.in",2,5.0787,1512289833665637120
"GEN-ER",100,89,"100_ep0.1_degree_erdos_9.in",3,8.1008,1512289838755714560
"GEN-ER",100,86,"100_ep0.1_degree_erdos_9.in",4,29.1022,1512289846870065664
"GEN-ER",100,82,"100_ep0.1_degree_erdos_9.in",5,39.0421,1512289875986692608
"GEN-ER",100,78,"100_ep0.1_degree_erdos_9.in",6,48.5331,1512289915042181376
"GEN-ER",100,74,"100_ep0.1_degree_erdos_9.in",7,181.1986,1512289963589169664
"GEN-ER",100,69,"100_ep0.1_degree_erdos_9.in",8,191.5164,1512290144801653248
"GEN-ER",100,64,"100_ep0.1_degree_erdos_9.in",9,210.1568,1512290336332085504
"GEN-ER",100,59,"100_ep0.1_degree_erdos_9.in",10,242.9371,1512290546503311616
"GEN-ER",100,95,"100_ep0.075_degree_erdos_1.in",1,3.0865,1512290789472844544
"GEN-ER",100,91,"100_ep0.075_degree_erdos_1.in",2,10.1304,1512290792571994112
"GEN-ER",100,85,"100_ep0.075_degree_erdos_1.in",3,21.5866,1512290802713720320
"GEN-ER",100,79,"100_ep0.075_degree_erdos_1.in",4,30.5832,1512290824314902528
"GEN-ER",100,74,"100_ep0.075_degree_erdos_1.in",5,57.626,1512290854909791744
"GEN-ER",100,66,"100_ep0.075_degree_erdos_1.in",6,110.3227,1512290912549432576
"GEN-ER",100,57,"100_ep0.075_degree_erdos_1.in",7,400.3251,1512291022886812672
"GEN-ER",100,41,"100_ep0.075_degree_erdos_1.in",8,123.0964,1512291423225619712
"GEN-ER",100,12,"100_ep0.075_degree_erdos_1.in",9,21.227,1512291546335993600
"GEN-ER",100,3,"100_ep0.075_degree_erdos_1.in",10,5.0512,1512291567574964992
"GEN-ER",100,97,"100_ep0.1_degree_erdos_3.in",1,3.0703,1512291572652145664
"GEN-ER",100,93,"100_ep0.1_degree_erdos_3.in",2,3.8663,1512291575742672128
"GEN-ER",100,89,"100_ep0.1_degree_erdos_3.in",3,11.811,1512291579620633856
"GEN-ER",100,85,"100_ep0.1_degree_erdos_3.in",4,16.1043,1512291591448115200
"GEN-ER",100,81,"100_ep0.1_degree_erdos_3.in",5,23.1203,1512291607566469632
"GEN-ER",100,77,"100_ep0.1_degree_erdos_3.in",6,35.2442,1512291630702543104
"GEN-ER",100,73,"100_ep0.1_degree_erdos_3.in",7,50.382,1512291665961638400
"GEN-ER",100,68,"100_ep0.1_degree_erdos_3.in",8,55.8573,1512291716357429504
"GEN-ER",100,62,"100_ep0.1_degree_erdos_3.in",9,62.7278,1512291772228380160
"GEN-ER",100,56,"100_ep0.1_degree_erdos_3.in",10,64.8053,1512291834970401280
"GEN-ER",100,97,"100_ep0.1_degree_erdos_2.in",1,2.8261,1512291899803285248
"GEN-ER",100,93,"100_ep0.1_degree_erdos_2.in",2,4.1926,1512291902640690432
"GEN-ER",100,90,"100_ep0.1_degree_erdos_2.in",3,25.094,1512291906853590016
"GEN-ER",100,86,"100_ep0.1_degree_erdos_2.in",4,22.7317,1512291931962523136
"GEN-ER",100,82,"100_ep0.1_degree_erdos_2.in",5,35.4674,1512291954708564480
"GEN-ER",100,78,"100_ep0.1_degree_erdos_2.in",6,45.7182,1512291990189656064
"GEN-ER",100,73,"100_ep0.1_degree_erdos_2.in",7,69.2425,1512292035922304512
"GEN-ER",100,69,"100_ep0.1_degree_erdos_2.in",8,218.3772,1512292105178789376
"GEN-ER",100,63,"100_ep0.1_degree_erdos_2.in",9,236.0197,1512292323569472256
"GEN-ER",100,57,"100_ep0.1_degree_erdos_2.in",10,111.8475,1512292559603025664
"GEN-ER",100,97,"100_ep0.125_degree_erdos_4.in",1,3.7843,1512292671479227136
"GEN-ER",100,94,"100_ep0.125_degree_erdos_4.in",2,3.9572,1512292675280459008
"GEN-ER",100,90,"100_ep0.125_degree_erdos_4.in",3,7.07,1512292679258305536
"GEN-ER",100,87,"100_ep0.125_degree_erdos_4.in",4,28.1109,1512292686339868928
"GEN-ER",100,83,"100_ep0.125_degree_erdos_4.in",5,35.9714,1512292714465078016
"GEN-ER",100,80,"100_ep0.125_degree_erdos_4.in",6,212.9372,1512292750449914112
"GEN-ER",100,76,"100_ep0.125_degree_erdos_4.in",7,238.271,1512292963401201664
"GEN-ER",100,72,"100_ep0.125_degree_erdos_4.in",8,229.9347,1512293201686533376
"GEN-ER",100,68,"100_ep0.125_degree_erdos_4.in",9,290.4036,1512293431636382208
"GEN-ER",100,64,"100_ep0.125_degree_erdos_4.in",10,392.4484,1512293722053580800
"GEN-ER",100,96,"100_ep0.075_degree_erdos_6.in",1,3.4257,1512294114530194432
"GEN-ER",100,91,"100_ep0.075_degree_erdos_6.in",2,5.7505,1512294117972224256
"GEN-ER",100,87,"100_ep0.075_degree_erdos_6.in",3,11.6652,1512294123734042368
"GEN-ER",100,82,"100_ep0.075_degree_erdos_6.in",4,19.3019,1512294135410241536
"GEN-ER",100,76,"100_ep0.075_degree_erdos_6.in",5,16.4673,1512294154724297728
"GEN-ER",100,70,"100_ep0.075_degree_erdos_6.in",6,23.4056,1512294171206627072
"GEN-ER",100,63,"100_ep0.075_degree_erdos_6.in",7,27.445,1512294194624065792
"GEN-ER",100,56,"100_ep0.075_degree_erdos_6.in",8,50.5115,1512294222083067392
"GEN-ER",100,45,"100_ep0.075_degree_erdos_6.in",9,26.4773,1512294272606206464
"GEN-ER",100,33,"100_ep0.075_degree_erdos_6.in",10,28.3874,1512294299098095616
"GEN-ER",100,97,"100_ep0.125_degree_erdos_1.in",1,3.3479,1512294327520678400
"GEN-ER",100,94,"100_ep0.125_degree_erdos_1.in",2,3.6804,1512294330885677312
"GEN-ER",100,90,"100_ep0.125_degree_erdos_1.in",3,5.981,1512294334577552640
"GEN-ER",100,87,"100_ep0.125_degree_erdos_1.in",4,17.8268,1512294340579359488
"GEN-ER",100,83,"100_ep0.125_degree_erdos_1.in",5,18.9572,1512294358420347392
"GEN-ER",100,80,"100_ep0.125_degree_erdos_1.in",6,56.2355,1512294377392663552
"GEN-ER",100,76,"100_ep0.125_degree_erdos_1.in",7,47.3148,1512294433644693248
"GEN-ER",100,72,"100_ep0.125_degree_erdos_1.in",8,123.2494,1512294480974578176
"GEN-ER",100,68,"100_ep0.125_degree_erdos_1.in",9,176.6371,1512294604237918464
"GEN-ER",100,64,"100_ep0.125_degree_erdos_1.in",10,253.4969,1512294780889320448
"GEN-ER",50,47,"50_ep0.2_degree_erdos_10.in",1,1.8246,1512295034410127872
"GEN-ER",50,43,"50_ep0.2_degree_erdos_10.in",2,1.4403,1512295036243706112
"GEN-ER",50,40,"50_ep0.2_degree_erdos_10.in",3,2.6327,1512295037693100288
"GEN-ER",50,36,"50_ep0.2_degree_erdos_10.in",4,2.7004,1512295040335015936
"GEN-ER",50,33,"50_ep0.2_degree_erdos_10.in",5,4.2103,1512295043044354560
"GEN-ER",50,28,"50_ep0.2_degree_erdos_10.in",6,4.1193,1512295047269863424
"GEN-ER",50,24,"50_ep0.2_degree_erdos_10.in",7,4.7549,1512295051398360064
"GEN-ER",50,20,"50_ep0.2_degree_erdos_10.in",8,4.2276,1512295056169370624
"GEN-ER",50,14,"50_ep0.2_degree_erdos_10.in",9,3.9979,1512295060406389760
"GEN-ER",50,9,"50_ep0.2_degree_erdos_10.in",10,4.3893,1512295064420600064
"GEN-ER",50,46,"50_ep0.2_degree_erdos_6.in",1,1.6274,1512295068826758912
"GEN-ER",50,43,"50_ep0.2_degree_erdos_6.in",2,1.6405,1512295070463319808
"GEN-ER",50,40,"50_ep0.2_degree_erdos_6.in",3,1.6807,1512295072112861440
"GEN-ER",50,37,"50_ep0.2_degree_erdos_6.in",4,3.2738,1512295073809637888
"GEN-ER",50,33,"50_ep0.2_degree_erdos_6.in",5,3.8812,1512295077099821312
"GEN-ER",50,30,"50_ep0.2_degree_erdos_6.in",6,4.1746,1512295080997488640
"GEN-ER",50,26,"50_ep0.2_degree_erdos_6.in",7,4.3167,1512295085188361216
"GEN-ER",50,22,"50_ep0.2_degree_erdos_6.in",8,3.4205,1512295089520389376
"GEN-ER",50,19,"50_ep0.2_degree_erdos_6.in",9,4.6265,1512295092950049024
"GEN-ER",50,16,"50_ep0.2_degree_erdos_6.in",10,4.9035,1512295097586110208
"GEN-ER",50,48,"50_ep0.25_degree_erdos_10.in",1,1.2782,1512295102499526656
"GEN-ER",50,45,"50_ep0.25_degree_erdos_10.in",2,1.3155,1512295103786716416
"GEN-ER",50,43,"50_ep0.25_degree_erdos_10.in",3,1.9345,1512295105111684352
"GEN-ER",50,40,"50_ep0.25_degree_erdos_10.in",4,2.0614,1512295107062552832
"GEN-ER",50,37,"50_ep0.25_degree_erdos_10.in",5,2.525,1512295109133189376
"GEN-ER",50,34,"50_ep0.25_degree_erdos_10.in",6,2.3304,1512295111667707392
"GEN-ER",50,31,"50_ep0.25_degree_erdos_10.in",7,3.2276,1512295114008185856
